"","Bac_Shannon","Bac_Simpson","Bac_Invsimpson","Bac_Richness","TreeSampleType","SampleID","TreeSpecies","TreeID","SampleType","TreeSpecies_SampleType","Plot_Rep","Copiotroph_rel_abund","Oligotroph_rel_abund","OtherBacteria_rel_abund","Copiotroph_richness","Oligotroph_richness","OtherBacteria_richness","Fungal_Shannon","Fungal_Simpson","Fungal_Invsimpson","Fungal_Richness","AMF_abund","ECM_abund","Endo_abund","Other_abund","Path_abund","Sap_abund","AMF_richness","ECM_richness","Endo_richness","Other_richness","Path_richness","Sap_richness","AMF_Shannon","AMF_Simpson","AMF_Invsimpson","AMF_Richness"
"1",5.91389527980333,0.992704710336048,137.074749059138,1434,"E1_Root","E1-1_Root","Eucalyptus",1,"Root","Eucalyptus_Root","1",0.418696954741664,0.0920876111300334,0.489215434128303,476,223,735,2.93004644000514,0.827234054933105,5.78817775466571,303,0,0.422007471534349,0.0361329217278482,0.067221439277006,0.0170793906449232,0.457558776815874,0,16,10,83,33,161,2.07318141257438,0.815708612181477,5.42618953515468,25
"2",6.47272175978892,0.995057021654329,202.307177994391,2197,"E1_Soil","E1-N_Soil","Eucalyptus",1,"Soil","Eucalyptus_Soil","N",0.41738160661619,0.154252353087398,0.428366040296412,565,497,1135,4.41758756227299,0.969094033342357,32.3562117010409,819,5.9343659130022e-05,0.29612485905881,0.0182432298775542,0.0875516784364924,0.0169178881569838,0.58110300081103,2,54,16,220,67,460,2.74329183520661,0.899528424656965,9.9530638052181,37
"3",5.513732701498,0.98453330849054,64.6550685638457,1312,"E2_Root","E2-1_Root","Eucalyptus",2,"Root","Eucalyptus_Root","1",0.396148042010274,0.0909562062710547,0.512895751718671,436,196,680,2.44936420363151,0.826241507224108,5.7551143775733,192,0,0.54451105328437,0.0392215277608891,0.0197354021255381,0.01733383593959,0.379198180889613,0,18,5,40,21,108,3.26828287032465,0.949823230423965,19.9295412687868,56
"4",6.55692558692686,0.995585846306492,226.543992220037,2220,"E2_Soil","E2-N_Soil","Eucalyptus",2,"Soil","Eucalyptus_Soil","N",0.423574732837962,0.122830063989942,0.453595203172096,638,398,1184,3.8186015645543,0.939561327159709,16.5456975311568,610,0,0.349194560769695,0.0238996483091047,0.0517330599024465,0.0139191015112167,0.561253629507537,0,34,11,176,60,329,1.56490823071051,0.684379766675073,3.1683646813939,17
"5",5.74970500553754,0.990614423070077,106.546460325934,990,"E3_Root","E3-1_Root","Eucalyptus",3,"Root","Eucalyptus_Root","1",0.508420053097688,0.0559657384260605,0.435614208476251,390,103,497,3.40999096755775,0.923170275195282,13.0157956772818,475,0.000252712142818462,0.0896676835321937,0.0184524991425838,0.0849428690048557,0.0140887019621293,0.792595534215419,5,24,15,145,41,245,2.70661782107158,0.890423978880182,9.12608424526137,44
"6",6.88136308636726,0.996334394572599,272.806230732016,2819,"E3_Soil","E3-N_Soil","Eucalyptus",3,"Soil","Eucalyptus_Soil","N",0.410780154924382,0.131771354797913,0.457448490277705,741,489,1589,4.34610134675767,0.96069126270828,25.439636805903,945,6.61494410372232e-05,0.226330312508859,0.00654406970261101,0.0906719838217367,0.0243571691819204,0.652030315343835,3,44,21,283,82,512,3.13977095725712,0.939531898123972,16.5376449561821,47
"7",5.85088257096056,0.991878530227844,123.130421962344,1285,"E4_Root","E4-1_Root","Eucalyptus",4,"Root","Eucalyptus_Root","1",0.313465944880093,0.205143185780926,0.481390869338981,390,234,661,2.35657173829614,0.791337275578908,4.79242280946139,176,0,0.259806824786207,0.0150610245481969,0.432524285279385,0.00692441812193839,0.285683447264274,0,16,9,32,14,105,2.20792826988406,0.726348928266975,3.65428862992214,47
"8",6.56249829782497,0.995518389708029,223.134082361305,2291,"E4_Soil","E4-N_Soil","Eucalyptus",4,"Soil","Eucalyptus_Soil","N",0.36611787992671,0.193276805178478,0.440605314894812,516,599,1176,3.9909170822087,0.957697686729825,23.6393691667221,664,4.78134891415566e-05,0.220334120662121,0.0029548736289482,0.0440649115928586,0.0209423082440018,0.711655972382929,2,54,12,175,52,369,2.7877448673696,0.886680511501233,8.82460742849964,48
"9",6.12928169150814,0.994296469723614,175.330006424308,1331,"E5_Root","E5-1_Root","Eucalyptus",5,"Root","Eucalyptus_Root","1",0.496895032051282,0.0983824118589744,0.404722556089744,441,201,689,2.70407440092486,0.822495895200725,5.6336725346764,327,0.000903280949513394,0.0201635618407506,0.0905806251092679,0.0885263894015035,0.0385254181316653,0.761300724567299,5,9,11,109,43,150,1.25532420037931,0.633386827255992,2.72767067401111,23
"10",6.71565642490444,0.996528229849021,288.037501479757,2264,"E5_Soil","E5-N_Soil","Eucalyptus",5,"Soil","Eucalyptus_Soil","N",0.378965693648018,0.158039811555583,0.462994494796399,545,455,1264,4.35307666976029,0.966384878983355,29.748517029132,756,0.00195970687064476,0.217191929703418,0.037010741916817,0.0805327679522279,0.0403077177438571,0.622997135813035,6,43,15,215,68,409,2.29210945767454,0.824451594366435,5.69643453263468,30
