"","Shannon","Simpson","Invsimpson","Richness","TreeSampleType","SampleID","TreeSpecies","TreeID","SampleType","TreeSpecies_SampleType","Plot_Rep","Copiotroph_rel_abund","Oligotroph_rel_abund","OtherBacteria_rel_abund","Copiotroph_richness","Oligotroph_richness","OtherBacteria_richness"
"27",6.06723295518765,0.991850723666369,122.71028236865,1824,"P5_Root","P5-1_Root","Pine","5","Root","Pine_Root","1",0.48961476609508,0.103477404549808,0.406907829355113,631,238,955
"28",5.95107885921777,0.992055723637244,125.87678906642,1390,"P5_Soil","P5-N_Soil","Pine","5","Soil","Pine_Soil","N",0.349528171194811,0.128241276463973,0.522230552341216,400,226,764
"29",5.61377442633227,0.987223398740105,78.2680761227883,1282,"P6_Root","P6-1_Root","Pine","6","Root","Pine_Root","1",0.273468506169173,0.222454709900375,0.504076783930452,371,291,620
"30",6.50412870313607,0.995265796586387,211.228777606905,2184,"P6_Soil","P6-N_Soil","Pine","6","Soil","Pine_Soil","N",0.382369349642254,0.209110308372502,0.408520341985244,536,568,1080
"31",5.70953990515422,0.987575964419251,80.4891448918201,1487,"P7_Root","P7-1_Root","Pine","7","Root","Pine_Root","1",0.294447507719453,0.159081385090428,0.546471107190119,420,233,834
"32",6.45586966350176,0.994881384829866,195.365341359286,2144,"P7_Soil","P7-N_Soil","Pine","7","Soil","Pine_Soil","N",0.382996543472481,0.132810422759904,0.484193033767615,524,399,1221
"33",6.03747590528924,0.992390677415409,131.41774302288,1569,"P8_Root","P8-1_Root","Pine","8","Root","Pine_Root","1",0.429462960884799,0.119471564483348,0.451065474631853,475,251,843
"34",6.23602399482035,0.99252149446393,133.716555423646,2011,"P8_Soil","P8-N_Soil","Pine","8","Soil","Pine_Soil","N",0.397647671661023,0.137006675896859,0.465345652442117,558,385,1068
"35",5.84742220046899,0.991204394650267,113.693141090093,1497,"P9_Root","P9-1_Root","Pine","9","Root","Pine_Root","1",0.502482949171106,0.0965798775327326,0.400937173296162,489,219,789
"36",6.73411853235402,0.995786288978537,237.320498464762,2585,"P9_Soil","P9-N_Soil","Pine","9","Soil","Pine_Soil","N",0.410834910393782,0.170847841167002,0.418317248439215,651,591,1343
