"","Acaulospora","Acremoniopsis","Acremonium","Acrophialophora","Agaricus","Alfaria","Alternaria","Amanita","Amaurodon","Anteholosticha","Anthostomella","Anthracobia","Apiotrichum","Apodospora","Arachnocrea","Archaeorhizomyces","Archaeospora","Arthrocladium","Ascocorticium","Aspergillus","Asterostroma","Astrosporina","Aureobasidium","Auricularia","Austroafricana","Auxarthron","Basidioascus","Basidiobolus","Beauveria","Bipolaris","Biscogniauxia","Bjerkandera","Boletus","Botryobasidium","Botrytis","Bulleromyces","Burgella","Byssoascus","Calycina","Camarophyllopsis","Camptophora","Capronia","Castanediella","Cenococcum","Ceraceomyces","Ceratobasidium","Ceratosporella","Chaetomium","Chaetosphaeria","Chalara","Chloridium","Chloropyrula","Chondrogaster","Chrysozyma","Cistella","Cladobotryum","Cladonia","Cladophialophora","Cladosporium","Claroideoglomus","Clavaria","Clavulina","Clavulinopsis","Clitopilus","Clonostachys","Codinaea","Coleophoma","Coltricia","Coltriciella","Coniochaeta","Coniophora","Conioscypha","Coniothyrium","Conlarium","Conocybe","Coprinopsis","Cordyceps","Cortinarius","Coryneum","Crepatura","Cruentomycena","Cryptococcus","Cryptocoryneum","Cryptodiscus","Cryptosporiopsis","Cunninghamella","Curvibasidium","Curvularia","Cyclaneusma","Cylindrodendrum","Cylindrosympodioides","Cyphellophora","Cyrtohymena","Cystangium","Cystobasidium","Cytospora","Dactylella","Dendrochytridium","Dendrophoma","Dendrosporium","Desertiserpentica","Devriesia","Diaporthe","Diaxonella","Dichostereum","Diddensiella","Didymocrea","Dioszegia","Diplogelasinospora","Distononappendiculata","Diversispora","Dothidea","Dothiorella","Endophragmiella","Entoloma","Eutypella","Exophiala","Farysia","Fibulochlamys","Fibulomyces","Foliocryphia","Fusarium","Fuscoporia","Fusicladium","Fusidium","Galerina","Geastrum","Gelidatrema","Geminibasidium","Geoglossum","Geranomyces","Gliomastix","Glomus","Glutinoglossum","Goffeauzyma","Goidanichiella","Gongronella","Gremmenia","Gryganskiella","Gymnopilus","Gymnopus","Halteria","Haptocillium","Harknessia","Hawksworthiomyces","Hebeloma","Henningsomyces","Heterotruncatella","Hormonema","Hyaloscypha","Hydnellum","Hydnum","Hymenotorrendiella","Hypomyces","Hysterium","Hysterobrevium","Ilyonectria","Inocybe","Irpicomyces","Jaapia","Keithomyces","Knufia","Kockovaella","Labyrinthomyces","Laccaria","Lachnum","Lactarius","Lactifluus","Lapidomyces","Lecanora","Lecythophora","Leohumicola","Leotia","Leptodontidium","Leucoagaricus","Leucopaxillus","Lichenoconium","Lindtneria","Linnemannia","Lophium","Lophodermium","Marasphaerium","Marquesius","Melanchlenus","Meliniomyces","Menispora","Meristemomyces","Metschnikowia","Microascus","Microdochium","Mollisia","Monacrosporium","Montagnula","Mortierella","Mycena","Mycosymbioces","Nadsonia","Naganishia","Nematoctonus","Neocatenulostroma","Neocucurbitaria","Neodevriesia","Neotrimmatostroma","Neurospora","Nigrograna","Nigrospora","Nothomitra","Ochroconis","Octaviania","Oidiodendron","Oliveonia","Orbilia","Paecilomyces","Paracladophialophora","Parafusicladium","Paramicrothyrium","Paraphoma","Parapyrenochaeta","Pectenia","Penicillago","Penicillifer","Penicillium","Penidiella","Penidiellomyces","Peniophorella","Perenniporia","Peribolospora","Pestalotiopsis","Petrophila","Pezicula","Peziza","Phaeoacremonium","Phaeosphaeria","Phanerochaete","Phialemonium","Pholiota","Phomatospora","Phyllozyma","Piloderma","Piskurozyma","Plectania","Pleuroascus","Pluteus","Podospora","Polylobatispora","Polyscytalum","Porodiplodia","Postia","Powellomyces","Preussia","Priceomyces","Proliferodiscus","Psathyrella","Pseudoarthrographis","Pseudodactylaria","Pseudopenidiella","Pseudoramichloridium","Pseudovalsaria","Pyricularia","Pyrigemmula","Radulomyces","Rasamsonia","Readeriella","Readerielliopsis","Resinicium","Reticulascus","Rhexodenticula","Rhizoctonia","Rhizodermea","Rhizoglomus","Rhizophagus","Rhizophydium","Rhizopogon","Rhizosphaera","Rhodocollybia","Rhodotorula","Rhopalophora","Rhynchogastrema","Ruhlandiella","Russula","Sagenomella","Saitozyma","Sakaguchia","Sarcoleotia","Sarcostroma","Sarea","Schizothecium","Schwanniomyces","Scutellospora","Scytalidium","Sebacina","Seiridium","Septobasidium","Serendipita","Serpula","Setophaeosphaeria","Sistotrema","Slooffia","Solicoccozyma","Sonoraphlyctis","Sorocybe","Spadicoides","Spencermartinsiella","Sphaerosoma","Sphaerosporella","Sphaerostilbella","Sporidesmiella","Sporobolomyces","Sporormiella","Sporothrix","Sterila","Strelitziana","Suillus","Symbiotaphrina","Sympodiella","Syzygospora","Talaromyces","Tausonia","Teichospora","Teratosphaeria","Tetragoniomyces","Thanatephorus","Thyrinula","Tilletia","Tolypocladium","Tomentella","Tomentellopsis","Torula","Toxicocladosporium","Tracylla","Trechispora","Tremella","Trichodelitschia","Trichoderma","Trogia","Tubaria","Tubulicium","Tubulicrinis","Udeniomyces","Umbelopsis","Valsa","Vanrija","Venturia","Vermiculariopsiella","Veronaeopsis","Volvariella","Wilcoxina","Xenoacremonium","Xenopolyscytalum","Xenosonderhenioides","Xerocomus","Xylaria","Yamadamyces","Zanclospora"
"E3-N_Soil",0,0,0.000156004617736685,0,0.000270408004076921,0.000114403386340236,0,0,0,0,0,0,0.00437852960447629,0,0,0,0,0,0,0,0,4.16012313964493e-05,0,0.0088506619795946,0,0,0,0,0.000343210159020707,0,0,0,0,5.20015392455617e-05,0,0,0,0.000187205541284022,0,0,0,0,0.000187205541284022,0,0,0,0,0.00587617393474847,0.000197605849133135,6.2401847094674e-05,0,0,0,8.32024627928987e-05,0,4.16012313964493e-05,0,0.0724589447847656,6.2401847094674e-05,0,0.0208214163139229,0,0,0.000124803694189348,0.000644819086644964,0,0,0,0,0.00238167049744672,0,0,0,0,0,0,2.08006156982247e-05,0,0,0,0,0,2.08006156982247e-05,0,0,0,0,0,0,7.28021549437863e-05,0,0,0,0,0,0,0,0,0,0,0,0.00177845264219821,0,0,0,0,0,0,0,0,0,0,0,0,0.00275608158001477,0,0,0,0,0,0,0.000977628937816559,0,0,5.20015392455617e-05,0,0,0,0.00200725941487868,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20015392455617e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125843724974259,0,0,0,0,0,0,0,0,0.000561616623852066,0,0,0,0,0.000104003078491123,0,0,0,0,0.000239207080529584,0,0,4.16012313964493e-05,0,0,0,0,0,2.08006156982247e-05,0,0,0,0,0,0,0,0,0.00459693606930765,0,0,0,5.20015392455617e-05,0.000374411082568044,0,0,0,0,0.000166404925585797,0,0,0,8.32024627928987e-05,0,0.0159332716248401,0,0,0,0,0,0,0,0,0,0,0,0.0832856652556915,3.1200923547337e-05,0,0,5.20015392455617e-05,0,0.000811224012230762,0,0,0,0,0,0,0,0,0,0,0,0,3.1200923547337e-05,0,0,0.000561616623852066,4.16012313964493e-05,0,3.1200923547337e-05,0,0,0,0,0,0,2.08006156982247e-05,0,0.000197605849133134,0,0,0,0,3.1200923547337e-05,0,0,0,0,0,0,0,0,0,0,0,0.000270408004076921,0,0,7.28021549437863e-05,0,0,0,4.16012313964493e-05,0.0096098844525798,0.000374411082568044,0,0,0,0,0,0,0,0,0.00364010774718932,0,0,0,0,0,7.28021549437863e-05,0,0.00123763663404437,0,0,0,0,0,0,6.2401847094674e-05,0,0,0.000218406464831359,0.000280808311926033,0,0,0,0,0.000655219394494077,0,0,0,0.000780023088683425,0,0,0,0,0,0,4.16012313964493e-05,0,0,0,0,6.2401847094674e-05,0,0,0.00171605079510354,0,0,0,0,0,0.0013520400203846,2.08006156982247e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"E3-S_Soil",0,0,0,0,0,0,0,0,0,0,0,0,0.0117931267371483,0,0,4.32934168030409e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000441592851391017,0,0,0,2.59760500818246e-05,0,0,2.59760500818246e-05,0,0,0,1.73173667212164e-05,0,0,0.000562814418439532,0,0,0,0,0.000865868336060818,0.000181832350572772,0,0,0,9.52455169666901e-05,4.32934168030409e-05,0.000121221567048515,0,0,0.0756162817881913,0.000770622819094129,0,0.0407044704782191,0.000181832350572772,2.59760500818246e-05,0,3.46347334424327e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46347334424327e-05,1.73173667212164e-05,0,0,0,0,0,7.79281502454737e-05,0,0,0,0,0,1.73173667212164e-05,0,0,0,0,0,0.00323834757686746,4.32934168030409e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108233542007603,0,0,0,0,4.32934168030409e-05,1.73173667212164e-05,0,0,0,0,0,0.00367128174489787,2.59760500818246e-05,0,0,0,3.46347334424327e-05,0,0,0,0,0,0,0,0,0,3.46347334424327e-05,0,0,0,0,0.000441592851391017,2.59760500818246e-05,0,0,1.73173667212164e-05,0,0,0,0.00213003610670961,0.00284870682564009,0,0,0,0,0,0.000173173667212164,0,0.00134209592089427,0,0,0,0,0,0,0,0,0,0.064550484453334,0,0,0.000121221567048515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084595336433142,0,0,0,0,0,0,0,0,0.000155856300490947,0.00076196413573352,0,3.46347334424327e-05,0,0,2.59760500818246e-05,0.0348598592098085,0,0,0,0,0,0,0,1.73173667212164e-05,0,0.000242443134097029,0,0.0382280870370852,0,0,0,0,0,0,0,9.52455169666901e-05,0,3.46347334424327e-05,0,0,6.06107835242573e-05,0,0,0,0,0,0,0.000138538933769731,0,0.0104163960828116,0,0,0,0,0,0,0,0,0,0,0,0.000216467084015205,0,0,0,0,0,0,6.92694668848655e-05,0,0,0,0,0,0.000744646769012304,0,0,0,6.06107835242573e-05,0,0,0.000562814418439532,0,0,0,4.32934168030409e-05,0.00755903057381095,0.00019049103393338,0,0,0.000155856300490947,0,0,0,0,0,0,0,0,0,4.32934168030409e-05,0,0,0,0.000164514983851556,0,6.92694668848655e-05,0,0,0,0,0,0,0,0,0,0,0.000121221567048515,0,0,1.73173667212164e-05,0,0.00101306595319116,0,0,0,0,0,6.06107835242573e-05,0,0,0,0,0,0,0,0.000380982067866761,0,0,0,0,0,0,0,0,0.00207808400654596,0,0,0,0,0,0,0,0,0.000112562883687906,0,0,0,0,0
"E4-1_Root",0,0,0,0,0,0,0,0,0,0,0,0,3.96082741684738e-05,0,0,7.92165483369476e-05,0,0,0,0,0,0,0,0.0249532127261385,0,0,0,0,0,0,0,0,0,0.000178237233758132,0,0,0,0,0,0,0,0,2.97062056263553e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014041133192724,0,0,0,0.00338650744140451,0,0,0,0,0,0,0,0.000237649645010843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148531028131777,0,0,0,0,0.00012872689104754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197051163988157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025745378209508,0.0034360177841151,0,0,0,0,0,0,0,0.00111893374525938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98041370842369e-05,0,0,0,0,0,0,0,0,0,0,0.020487379813643,1.98041370842369e-05,0,0,0,0,0,0,0,0,0,0,0.000198041370842369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98041370842369e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160413510382319,0,0,0,0,0,0,0.00025745378209508,0,0,0,0.00710968521324105,0.000277257919179317,0,0,0,0,0,0,0,0,0,0,0,0,1.98041370842369e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96082741684738e-05,0,0
"E4-2_Root",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133289823786335,0,0,0,0,0,0,0,0,0,7.53049851900196e-05,0,0,0,0,0,0,0,0,3.76524925950098e-05,0,0,0,0,7.53049851900196e-05,0,0,0,0,0,0,0,0,0,0.0172824941011095,0,0,0,0.00435513831015613,0,0,0,0,0,0,0,0.000150609970380039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02033234600131e-05,0,0,0,0,8.78558160550228e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000916210653145238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000903659822280235,0.00165670967418043,0,0,0,0,0,0,0,0.00141824388774537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140820322305336,0,0,0,0,0,0,0,0,0,0,0,0.000376524925950098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351423264220091,0,0,0,0,0,0,0.000100406646920026,0,0,0,0.00490737486821628,0.000188262462975049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E4-N_Soil",0,0,0,0,0,0,0,0,0,0,0,0,8.9330578973815e-05,0,0,0.00053598347384289,0,0,0,3.34989671151806e-05,0,0,0,0.000312657026408352,0,0,0,0,0,0,0,0,6.69979342303612e-05,0,0,0,0,0.00017866115794763,0,0.000122829546088996,0,0.000435486572497348,3.34989671151806e-05,0,0,0,0,0.00580648763329797,0,3.34989671151806e-05,0,0,0,0,0.000100496901345542,0,0,0.00901122215398359,2.23326447434537e-05,0,0.0214840042432025,0.115984590475127,0,0,0.000267991736921445,0,0,0,0,0.000625314052816705,0,0,0,3.34989671151806e-05,0,0,0,3.34989671151806e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46652894869075e-05,0,0,0,0,0.00032382334878008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107196694768578,0,0,4.46652894869075e-05,0,0.224297917480878,0,0,0,0,2.23326447434537e-05,0,0,0.000122829546088996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123946178326168,0.000937971079225057,0,0,0,0,0,0,0,0.00223326447434537,0,0,0,0,0,0,0,0,0,0,0,0,0.000513650829099436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000267991736921445,0,0,0,0,0,0,0,0,0,0.00017866115794763,0,0,0,0,0,0.0140807325107476,0,0,0,0,0,0,0,0,0,0,0,0.00894422421975322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69979342303612e-05,0,0,0,0,0,0,0,0,0,0,0,0.000312657026408352,0,0.000290324381664899,0,0,0,0,0,0,0,0,0,0,0,0,4.46652894869075e-05,0,0,0,0,0,0,0,0,0,0,0.0046116911395232,0.024364915415108,6.69979342303612e-05,0,0,0,0,0,0,0,0,0,0,0,3.34989671151806e-05,0,0,0,0,8.9330578973815e-05,0,0,0,0,0,0,4.46652894869075e-05,0,0,0,0,0,0,0,0,0,4.46652894869075e-05,0.000636480375188431,0,0.000111663223717269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127296075037686,0,0,0,0,3.34989671151806e-05,0,0,0,0,0,0,0,0,0
"E4-S_Soil",0,0,0,0,0,3.34473329932854e-05,0,0,0,0,0,0,0.00263397747322123,0,0,0.11402195817411,0,0,0,0,0,0,0,0,0,0,0,0,1.67236664966427e-05,0,0,0,0.000158874831718106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050087381157445,0.000250854997449641,0.000326111496684533,0,0,0,5.85328327382495e-05,0,0.000108703832228178,0,0.0336731024909901,6.68946659865709e-05,0,0,0.0163641076669649,0,0,0,0,0,0,0,3.34473329932854e-05,0,0,0,0,0,0,0.000225769497704677,0,0,0,0,0,0,0,0,0,0,0,0,8.36183324832136e-05,0,0,0,0,0,0,0,0,0.000401367995919425,0,0,0.000777650492093887,0,0,0,0,0,0,0,0,0,0,0,0,7.52564992348922e-05,0,0,0,0,0,0,0.000234131330952998,0,0,0,0,0,0,0.00142151165221463,0,0,0,0,0,0,0,0,0,0.000217407664456355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224933314379845,0.0108452977230728,0,0,0,0,0,0,0,7.52564992348923e-05,0,0,0,0,0,0,0.000167236664966427,0,0,0,0,0,6.68946659865709e-05,2.50854997449641e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911439824067029,6.68946659865709e-05,0,0,0,6.68946659865709e-05,0,0,6.68946659865709e-05,0,0.00018396033146307,0,0,0,0.00030938783018789,0,0.0210550961192732,0,0,0,0,0,0,0,0,0,0,0,0.0201269326287095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167236664966427,0,0.000393006162671104,0,0,0,0,0,0,0,0,0,0.00369593029575804,0,0.000568604660885853,0,0,0,0,0,0,0,0,0,0,0,0,0.000894716157570386,0,0,0,3.34473329932854e-05,0,0,0.000167236664966428,0,0,0,0,0.112132183859989,3.34473329932854e-05,0,0,0,0,0,0,0,7.52564992348923e-05,0,0,0,0,0,0,0,0,0.000418091662416068,0,0,0.00012542749872482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000259216830697962,0,0,0,0,0,0,0,0.000393006162671104,0,0,0,0,0,0.00132116965323478,0,0,0.000242493164201319,0,0,0,0,0,0,0,0,3.34473329932854e-05,0,0
"E5-1_Root",0,0,0,0,0.000143771724330404,0,0,0,0,0,0,0,0.000152228884585134,0,0,0,0,0,0,0,0,0,0,0,5.0742961528378e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22858012736483e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454995221704456,0,0.000279086288406079,0,0,0,0,0,0,0,0,0,1.69143205094593e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000109943083311486,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22858012736483e-05,0,0,0,0,2.5371480764189e-05,0,0,0,0,0,0,0,0,0,0.00246949079438106,0,0,0,0,0.000101485923056756,0,0,0,0,4.22858012736483e-05,0,0.000642744179359455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050742961528378,0,0,0,0,0,0,0,0,0.0930372199622811,0,0,0.000380572211462835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0742961528378e-05,0.00579315477448982,0,0,0,0,0.000135314564075675,0,0.000143771724330404,0,8.45716025472967e-05,0,0,0,0,0,0.0232656478607613,0,0,0,0,0,0,0,0,0,0,0,0.000422858012736484,0,0,0,0,0,0,0,0,0,0,0,0.000236800487132431,0.000380572211462835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000575086897321617,0,0.00167451773043647,0,0,0,0,0,0,0,0,0,0,0,0.000389029371717565,0.000414400852481754,0,0,0,0,3.38286410189187e-05,0,0,0,0,0,0.00729007213957697,5.0742961528378e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0742961528378e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69143205094593e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92001217831077e-05,0,0,0,0,0,0,0,0.000329829249934457,0,0,0
"E5-2_Root",0,0,0,0,0.000125466221071482,0,0,0,0,0,0,0,0.000422022743604074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000216714381850741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581707024967779,9.12481607792593e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319368562727408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114060200974074,0,0,0,0,0,0,0,0,0,0.00123185017052,0,0,0,0,0,0,0,0,0,0,0,0.000821233447013334,0,0,0,2.28120401948148e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000250932442142963,0,0,0,0,0,0,0,0,0.0772871921800326,0,0,0.000159684281363704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28120401948148e-05,0.00742531908341222,0,0,0,0,0.000387804683311852,0,2.28120401948148e-05,0,5.70301004870371e-05,0,0,0,0,0,0.0421680563001152,0,0,0,0,0,0,0,3.42180602922222e-05,0,0,0,0.000524676924480741,0,0,0,0,0,0,0,0,0,0,0,0.000205308361753333,0.000193902341655926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000638737125454815,0,0.00198464749694889,0,0,0,0,0,0,0,0,0,0,0,3.42180602922222e-05,0.000558894984772963,0,0,0,0,0,0,0,0,0,0,0.00612503279230778,7.98421406818519e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28120401948148e-05,6.84361205844445e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56240803896296e-05,0,0,4.56240803896296e-05,0,0,4.56240803896296e-05,0,0,0,0,0,0,0,5.70301004870371e-05,0,0,0
"E5-N_Soil",0,0,0,0.000110775427995972,0.00943605236656597,0,0,0,0,0,0,0,0.00156092648539778,0,0,0,5.03524672708963e-05,0,0,0,0,0,0,0,0,0.000100704934541793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028197381671702,0,0,0,0,8.0563947633434e-05,0,0,0,0,0,0.000735146022155086,0,0,0,0.0182980866062437,0.000151057401812689,0.000563947633434038,0,0,0,0,0,0,0,0,0,0,0,0,3.02114803625378e-05,0,0,0.000362537764350453,0,0.000110775427995972,0,0,0,0,0.00238670694864048,0,0,0,0,2.01409869083585e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000553877139979859,0,0,0,0,0,0,0,0,0,0.00468277945619335,0,0,0,0,0.000342396777442095,0,0,0,0,9.06344410876133e-05,0,0,0,0,0,0,9.06344410876133e-05,0,0,0,0,5.03524672708963e-05,0,0,0,0,2.01409869083585e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02114803625378e-05,0,6.04229607250755e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0013091641490433,0,0,0,0.00014098690835851,0,0,0,9.06344410876133e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000694864048338368,0.0285901309164149,0,0,0,0,0,0,0,0,0.00829808660624371,0,0,0,2.01409869083585e-05,0,0.020896273917422,0,0,0,0,0,0,0,0,2.01409869083585e-05,0,0,0.018086606243706,0,0,0,0,0,0.000161127895266868,0,0,0,0,0,0,7.04934541792548e-05,0,0,0,0,0,0,7.04934541792548e-05,0,0,0,0,0,0,0,0,0,0,0,3.02114803625378e-05,0,0.00136958710976838,0,0,0,0,0,0,0,0,0,0,0,8.0563947633434e-05,0,0,0,0,0,0,0,0,0,0,2.01409869083585e-05,0.0416616314199396,0.0091742195367573,6.04229607250755e-05,0,0,0,0,0,0,0,0,7.04934541792548e-05,0,3.02114803625378e-05,0,0,0,0,0,0.000574018126888218,0,0,0,0,0,0,5.03524672708963e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013091641490433,0,0,0,0,0,3.02114803625378e-05,0,0,0,0.000201409869083585,0,0,0,0,0,0,0,0,0,0.00128902316213494,7.04934541792548e-05,0,6.04229607250755e-05,0,0,0,0,0,0,0,0.000110775427995972,0,0,0
"E5-S_Soil",0,2.82106015440603e-05,0,0,0,0,0,0,0,0,0,0,0.00259537534205354,0.000347930752376743,0,0,7.52282707841607e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58247369361406e-05,2.82106015440603e-05,0,0,0,0,0,0,0,0,0.00203116331117234,0,0,0,0,0.00227565519122086,0.000112842406176241,7.52282707841607e-05,0,0,0,6.58247369361406e-05,0,0,0,0.034210056139097,0.000188070676960402,0,0,0,0,0,0,0,0,0,0,0.000112842406176241,0,0,6.58247369361406e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70176692401004e-05,0,3.76141353920803e-05,0,0,0,0,0.00220983045428472,3.76141353920803e-05,0,0,0.000103438872328221,0,0,0,0,0,0.00227565519122086,0,0,1.88070676960402e-05,0,5.64212030881205e-05,0,5.64212030881205e-05,0,0,0.000394948421616843,0,0,0,0,0,0,0.000479580226249024,0,0,0,0,0,2.82106015440603e-05,0,0,0,4.70176692401004e-05,0,0,6.58247369361406e-05,0,0,0,0,0,0,0,2.82106015440603e-05,0,0,0,0,0,0,0.00137291594181093,0.000357334286224763,0,0,0,0,0,0,0,0.000996774587890129,0,0,0,0,0,0,0,0,0,0,0,0,0.000677054437057446,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40353384802009e-05,0.00557629557187591,0.0148293728783277,0,0,0,0,0,0,0,0,0.00450429271320162,0,0,0,0,0,0.042193656376066,0,0,0,0,0,0,0,0,0,0,9.40353384802009e-05,0.0259913675559276,0,0,0,5.64212030881205e-05,0,4.70176692401004e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197474210808422,0,0,0,0,0,0,0,0,0,0,0,0.0148293728783277,0,0.00802121437236113,0,0,0,0,0,0,4.70176692401004e-05,7.52282707841607e-05,0,0,0,0,7.52282707841607e-05,0,0,0,8.46318046321808e-05,0,0,3.76141353920803e-05,0,0,0,0,0.0186378040867758,0.000347930752376743,0,0,0,0,0,0,0,0.000272702481592582,0,0,0,0,0,0,0,0,0.00172084669418768,2.82106015440603e-05,0,0.000131649473872281,0,0,0,2.82106015440603e-05,0,0,0,0,0,0,0,0,0,0,7.52282707841607e-05,0,0.000131649473872281,0,0,0,0,0,0,0,0,0,0,0,0.000141053007720301,0,0,0.00286807782364613,1.88070676960402e-05,0,0,0,0,0.00305614850060653,0,0,0.000263298947744562,0,6.58247369361406e-05,2.82106015440603e-05,0,0,0,0,0,0,0,2.82106015440603e-05
