"","Acaulospora","Acremoniopsis","Acremonium","Acrophialophora","Agaricus","Alfaria","Alternaria","Amanita","Amaurodon","Anteholosticha","Anthostomella","Anthracobia","Apiotrichum","Apodospora","Arachnocrea","Archaeorhizomyces","Archaeospora","Arthrocladium","Ascocorticium","Aspergillus","Asterostroma","Astrosporina","Aureobasidium","Auricularia","Austroafricana","Auxarthron","Basidioascus","Basidiobolus","Beauveria","Bipolaris","Biscogniauxia","Bjerkandera","Boletus","Botryobasidium","Botrytis","Bulleromyces","Burgella","Byssoascus","Calycina","Camarophyllopsis","Camptophora","Capronia","Castanediella","Cenococcum","Ceraceomyces","Ceratobasidium","Ceratosporella","Chaetomium","Chaetosphaeria","Chalara","Chloridium","Chloropyrula","Chondrogaster","Chrysozyma","Cistella","Cladobotryum","Cladonia","Cladophialophora","Cladosporium","Claroideoglomus","Clavaria","Clavulina","Clavulinopsis","Clitopilus","Clonostachys","Codinaea","Coleophoma","Coltricia","Coltriciella","Coniochaeta","Coniophora","Conioscypha","Coniothyrium","Conlarium","Conocybe","Coprinopsis","Cordyceps","Cortinarius","Coryneum","Crepatura","Cruentomycena","Cryptococcus","Cryptocoryneum","Cryptodiscus","Cryptosporiopsis","Cunninghamella","Curvibasidium","Curvularia","Cyclaneusma","Cylindrodendrum","Cylindrosympodioides","Cyphellophora","Cyrtohymena","Cystangium","Cystobasidium","Cytospora","Dactylella","Dendrochytridium","Dendrophoma","Dendrosporium","Desertiserpentica","Devriesia","Diaporthe","Diaxonella","Dichostereum","Diddensiella","Didymocrea","Dioszegia","Diplogelasinospora","Distononappendiculata","Diversispora","Dothidea","Dothiorella","Endophragmiella","Entoloma","Eutypella","Exophiala","Farysia","Fibulochlamys","Fibulomyces","Foliocryphia","Fusarium","Fuscoporia","Fusicladium","Fusidium","Galerina","Geastrum","Gelidatrema","Geminibasidium","Geoglossum","Geranomyces","Gliomastix","Glomus","Glutinoglossum","Goffeauzyma","Goidanichiella","Gongronella","Gremmenia","Gryganskiella","Gymnopilus","Gymnopus","Halteria","Haptocillium","Harknessia","Hawksworthiomyces","Hebeloma","Henningsomyces","Heterotruncatella","Hormonema","Hyaloscypha","Hydnellum","Hydnum","Hymenotorrendiella","Hypomyces","Hysterium","Hysterobrevium","Ilyonectria","Inocybe","Irpicomyces","Jaapia","Keithomyces","Knufia","Kockovaella","Labyrinthomyces","Laccaria","Lachnum","Lactarius","Lactifluus","Lapidomyces","Lecanora","Lecythophora","Leohumicola","Leotia","Leptodontidium","Leucoagaricus","Leucopaxillus","Lichenoconium","Lindtneria","Linnemannia","Lophium","Lophodermium","Marasphaerium","Marquesius","Melanchlenus","Meliniomyces","Menispora","Meristemomyces","Metschnikowia","Microascus","Microdochium","Mollisia","Monacrosporium","Montagnula","Mortierella","Mycena","Mycosymbioces","Nadsonia","Naganishia","Nematoctonus","Neocatenulostroma","Neocucurbitaria","Neodevriesia","Neotrimmatostroma","Neurospora","Nigrograna","Nigrospora","Nothomitra","Ochroconis","Octaviania","Oidiodendron","Oliveonia","Orbilia","Paecilomyces","Paracladophialophora","Parafusicladium","Paramicrothyrium","Paraphoma","Parapyrenochaeta","Pectenia","Penicillago","Penicillifer","Penicillium","Penidiella","Penidiellomyces","Peniophorella","Perenniporia","Peribolospora","Pestalotiopsis","Petrophila","Pezicula","Peziza","Phaeoacremonium","Phaeosphaeria","Phanerochaete","Phialemonium","Pholiota","Phomatospora","Phyllozyma","Piloderma","Piskurozyma","Plectania","Pleuroascus","Pluteus","Podospora","Polylobatispora","Polyscytalum","Porodiplodia","Postia","Powellomyces","Preussia","Priceomyces","Proliferodiscus","Psathyrella","Pseudoarthrographis","Pseudodactylaria","Pseudopenidiella","Pseudoramichloridium","Pseudovalsaria","Pyricularia","Pyrigemmula","Radulomyces","Rasamsonia","Readeriella","Readerielliopsis","Resinicium","Reticulascus","Rhexodenticula","Rhizoctonia","Rhizodermea","Rhizoglomus","Rhizophagus","Rhizophydium","Rhizopogon","Rhizosphaera","Rhodocollybia","Rhodotorula","Rhopalophora","Rhynchogastrema","Ruhlandiella","Russula","Sagenomella","Saitozyma","Sakaguchia","Sarcoleotia","Sarcostroma","Sarea","Schizothecium","Schwanniomyces","Scutellospora","Scytalidium","Sebacina","Seiridium","Septobasidium","Serendipita","Serpula","Setophaeosphaeria","Sistotrema","Slooffia","Solicoccozyma","Sonoraphlyctis","Sorocybe","Spadicoides","Spencermartinsiella","Sphaerosoma","Sphaerosporella","Sphaerostilbella","Sporidesmiella","Sporobolomyces","Sporormiella","Sporothrix","Sterila","Strelitziana","Suillus","Symbiotaphrina","Sympodiella","Syzygospora","Talaromyces","Tausonia","Teichospora","Teratosphaeria","Tetragoniomyces","Thanatephorus","Thyrinula","Tilletia","Tolypocladium","Tomentella","Tomentellopsis","Torula","Toxicocladosporium","Tracylla","Trechispora","Tremella","Trichodelitschia","Trichoderma","Trogia","Tubaria","Tubulicium","Tubulicrinis","Udeniomyces","Umbelopsis","Valsa","Vanrija","Venturia","Vermiculariopsiella","Veronaeopsis","Volvariella","Wilcoxina","Xenoacremonium","Xenopolyscytalum","Xenosonderhenioides","Xerocomus","Xylaria","Yamadamyces","Zanclospora"
"E6-1_Root",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224269721718654,0,0,0,3.73782869531089e-05,0,0,0,0.0117835049619676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73782869531089e-05,0,0,0,0.00016820229128899,0,0,0,0,0,0,0,0,0,0,0,0.000747565739062179,0,0,0.0236604556413179,0.000523296017343525,0,0,0,0.000140168576074159,0,0,0,0,0,0,0.000906423458612892,0,0,0,0,0,0,0,0,0,0,8.41011456444951e-05,0,0.000598052591249743,9.34457173827724e-05,0,0,0,0,0,0,0,0,0,0,0,0,8.41011456444951e-05,0,0,0,0,0.00174743491505784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41011456444951e-05,0,0,0,0,0,0,0,0,0,0,0,0,9.34457173827724e-05,0,0,0,0,0,0,0,5.60674304296634e-05,0,0,4.67228586913862e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060739716298802,0,0.000158857719550713,0,0,0,0,0,0,0.0907918590091016,3.73782869531089e-05,0,0,0,0,0.000112134860859327,0,0,0,0,0,0,0,0,0,0,0,0,0.0022987646476162,0,0,0,0,0,0,0,0,0,0.0920066533350777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107649466424954,0,0.000233614293456931,0,0,0,0,0.00819518941446913,0,0,0,0,0.00111200403685499,1.86891434765545e-05,0,0,0,0,1.86891434765545e-05,0,0,0,0,4.67228586913862e-05,0,0,0,0,3.73782869531089e-05,2.80337152148317e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73782869531089e-05,0,0,0,0,0,0,0,0,0,0,0,5.60674304296634e-05,0,0,0,0.00194367092156166,0,0,0.000420505728222476,0,0,0,0.000308370867363149,0.000990524604257387,0,0,0,0,0,0,0,0,0,0,0,0,3.73782869531089e-05,0,3.73782869531089e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000822322312968397,0,0,0,0,0,0,1.86891434765545e-05,0.00131758461509709,0,0,0,0,0,0,0,0,0,0,0.00124282804119087,0,0,0,0,0,0.0263330031584652,0,0,0,0,0,6.54120021679406e-05,0,0,0,0,0,0,6.54120021679406e-05,0,2.80337152148317e-05,0,0
"E6-2_Root",0,0,0,0,0,0,0,0,0,0,0.0236165035978672,0,0,0,0,0.000176010767717554,0,0,0,0,0,0,0,0.0060568411243982,2.07071491432417e-05,0,0,0,0,0,6.21214474297251e-05,0,0,0,0,0,0,0,0,0,0,8.28285965729668e-05,0.000165657193145934,0,0,0,0,0,0,0,0,0,0,0,0.00037272868457835,0,0,0.0460423461199979,0.000745457369156701,0,0.00012424289485945,0,0.000797225242014806,0,0,0,0,0,0,0.00251591862090387,0,0,0,0,0,0,0,0,0,0,0.000372728684578351,0,0.0012424289485945,0.000476264430294559,0,0,0,2.07071491432417e-05,0,0,0,0,0,0,0,0,9.31821711445877e-05,0,0,0,0,0.000921468136874255,0,0,0,0,0,4.14142982864834e-05,0,0,0,0,0,0,0,0,8.28285965729668e-05,0,0,0,0,0,0,5.17678728581043e-05,0,0,0,0,0,8.28285965729668e-05,0,0,0,0,0,0,0,0.000279546513433763,4.14142982864834e-05,0,0.00645027695811979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160480405860123,0,0.000176010767717554,0,0,0,0,0,0,0.0652689340994979,0.000331314386291867,0,0,0,0,0,0,0,0,0,0,0.00012424289485945,0,0,0,0,0,0,0.00334420458663354,0,0,0,0,0,0,0,0,0,0.0808924781280737,0,0,0,0,0,0,0,2.07071491432417e-05,0,0,0,0,0,0,0.00944246000931822,0,0.0011906610757364,0,0,0,0,0.0124035823368018,0,0,0,0,0.00300253662577005,0,6.21214474297251e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31821711445877e-05,4.14142982864834e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07071491432417e-05,0,0,0,0.0077962416524305,2.07071491432417e-05,0,0.00084899311487291,0,0,0,0.00155303618574313,0.00231920070404307,0,0,0,0,0,0,0,0,0,0,0,0,0.000144950044002692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249521147176063,0,0,0,0,0,0,0,0.000641921623440493,0,0,0,0,0,0,0,0,0,0,0.000776518092871564,0,0,0,0,0,0.0153129367914272,0,0,3.10607237148626e-05,0,0,0.000310607237148625,0,0,0,0,0,0,0.000186364342289175,0,8.28285965729668e-05,0,0
"E6-N_Soil",0,2.7714649963971e-05,0,0,0,0,0,0.000314099366258337,0,0,0,0,0.000110858599855884,0,2.7714649963971e-05,0,8.31439498919129e-05,9.23821665465699e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230955416366425,0,0,0,0,0.00138573249819855,4.61910832732849e-05,0,0,0,0,0,0,0,0,0.00780629307318515,0,0,0,0,0,0,0,0,0,0,0,0.000369528666186279,0,0,0,0,0,0,0,0.010476137686381,0,0,0,0,0,0.000563531215934076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268832104650518,0,0,0,0,0,0,0,0,0,2.7714649963971e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147811466474512,0,0,0,0,0,0,0,0,0,0.000129335033165198,0,0,8.31439498919129e-05,0,0,0,0,0,0,0,1.8476433309314e-05,0,0,0,0,0,0,0.000683628032444617,0,0,0,0,0,0,0,0.00513644845998928,0.000434196182768878,0,0,0,0,0,0,0,0,0,0,0,0,0.000110858599855884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000960774532084327,0.000637436949171332,0,0,0,0,0,0,0,0,0.00101620383201227,0,0,0,0,0,0.0349758882545314,0,0,0,0,0,0,0,1.8476433309314e-05,0,0,0,0.0182454778929476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23821665465699e-05,0,0,0.000129335033165198,0,0,0,0,0,0,0,0,0,1.8476433309314e-05,0,2.7714649963971e-05,0,0.000110858599855884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086534375404172,0,0,7.39057332372559e-05,0,0,0,0.00406481532804907,0.0712913179239879,0,0,0,0,0,0,0,0,0,0,0,0,0.000129335033165198,0,0,0,0,0.000434196182768878,0,0,0.000138573249819855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166287899783826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8476433309314e-05,0,0,0,0,0,0,0,0,0.00189383441420468,0.000101620383201227,0,2.7714649963971e-05,0,0,0,0,0,0,0,0,0,0,0
"E6-S_Soil",0,0,0,0,9.92980392456404e-05,0,0,0,0,1.52766214224062e-05,0,0,0.000106936349956844,0,0,0.00208525882415845,2.29149321336093e-05,0,0,6.8744796400828e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145127903512859,0,0,0,0.000549958371206624,0,0,0,0,0,0.000206234389202484,0,0,0,0,0,3.81915535560156e-05,0,0,0,0.0381380853810371,8.40214178232342e-05,0,0.00930346244624539,0,0,0,0.000290255807025718,0,0,0,0,0.000145127903512859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145127903512859,0,0,0,0,0.000771469381831514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92980392456404e-05,0,0,0,0,6.11064856896249e-05,0,0,0,0,0,0,0.000183319457068875,0.00650020241523385,0,0,2.29149321336093e-05,0.00787509834325041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81915535560156e-05,0,0,0,0,0,0,0.000114574660668047,0,0.000695086274719483,0,0,0,0,0,3.05532428448124e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16597285344373e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000458298642672187,0,0.0239079125260658,0,0,0,0,0,0,6.11064856896249e-05,0,0,0,0,0.00708835233999649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81915535560156e-05,0,0,0,0,0,0,0,0,0,0,0,5.34681749784218e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000252064253469703,0,6.11064856896249e-05,0,0,0,0.000206234389202484,0.0219372283625753,0,0,0,0,0,0,0,5.34681749784218e-05,0,0,0,0,6.8744796400828e-05,0,0,0,0,0.000450660331960984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29149321336093e-05,0,0,3.81915535560156e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157089498086603,0,0,0.000213872699913687,0,0,0,0,3.81915535560156e-05,0,0,0,0,0,0,0,0,0
"E7-1_Root",0,0,0,0,0,0,0,0,0,0,0,0,0.0846470252504379,0,0,0,0,0,0,0,0,0,0,0.0503926315167975,0,0,0,0,0.000137765444490366,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95211666765071e-05,0,0,0,0,0,0,0,0,0,0,0,0.00158430261163921,0,0,0.0263525614532286,0,0,0,0,0,0,0,0,0,0,0,5.90423333530141e-05,0,0,0,0,0,0,0,0.00115132550038378,0,0,0,0,0,0,0,0,0,0,0,0,6.88827222451831e-05,0,0,1.9680777784338e-05,0,0,0,0,0,0.000177127000059042,0,0.00039361555568676,0,0,0,0,0,0,0,0,0,2.95211666765071e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295211666765071,0,0,0,0,0,0,0,0,0,0,0,0.00019680777784338,0,0,0,0,0,0,0,0,0.0271201117868178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85635000295212e-05,0.0203105626734368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163153647832162,0,0,0,0,0,0,0,0,0,0,0,0.00122020822262896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030505205565724,0,0,0,0,0,0,0,0,0,0,0,4.92019444608451e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000875794611403043,0,0,0,0,0,0,0,0.000865954222510874,0,0,0,0.000275530888980733,0,0,0,0,0,0,0,0,0.022121194229596,0,0,0,0,0,0,0,0,2.95211666765071e-05,0,0,2.95211666765071e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127925055598197,0,0,0.000787231111373522,0,0,0,0,0.000177127000059042,0,0,0,0,0,0
"E7-2_Root",0,0,0,0,0,0,0,0,0,0,0,0,0.0851034520759291,0,0,0,0,0,0,0,0,0,0,0.0442919984204388,0,0,0,0,0.000156119422174468,0,0,1.83669908440551e-05,0,0,0,0,0,0,0,0,0,0,1.83669908440551e-05,0,0,0,0,0,7.34679633762203e-05,0,0,0,0,0,0.00303973698469112,0,0,0.0319126465915456,0,0,0,0,0,0,0,0,0,0,0,6.42844679541927e-05,0,0,0,0,0,0,0,0.000642844679541927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75504862660826e-05,0,0,0,0,0,0,0,0.000449991275679349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42844679541927e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000238770880972716,0,0,0,0,3.67339816881101e-05,0,0,0,0,0,0,0.000183669908440551,7.34679633762203e-05,0,0,0,0,0,0,0,0.0250617590067131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165302917596496,0.0223709948480591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154374558044282,0,0,0,0,0,0,0,0,0,0,0,0.00397645351773792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229587385550688,0,0,0,0,0,0,0,0,0,0,0,2.75504862660826e-05,3.67339816881101e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000532642734477597,9.18349542202753e-05,0,0,0,0,0,0,0.00115712042317547,0,0,0,0.000202036899284606,0,0,0,0,0,0,0,0,0.0196067627260288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67339816881101e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257137871816771,0,0,0.00256219522274568,0,0,0,0,0.000192853403862578,0,0,0,0,0,0
"E7-N_Soil",0,0,0,0.000146798630909611,0,0,0,0,0,0,1.54524874641695e-05,1.54524874641695e-05,0.000973506710242681,0,6.95361935887629e-05,0,0,0.000123619899713356,0,0,1.54524874641695e-05,0,0,0.00141390260297151,0,6.18099498566782e-05,0,0,0.000571742036174273,0,0,0,0,0,0,0,0,0,0,0,0,6.18099498566782e-05,0,0,0,0,0,0.001367545140579,0.000115893655981272,1.54524874641695e-05,0,0,0.000108167412249187,2.31787311962543e-05,0,0,0,0.0330915019045191,5.40837061245934e-05,0,3.09049749283391e-05,6.95361935887629e-05,0,0,0.000494479598853425,0,0,0,0,0.00158387996507738,0,0,0,0,0,0,0,0.00102759041636727,0,0,0,0,0,0,0,0,2.31787311962543e-05,0,0,0,0,0,0,1.54524874641695e-05,0.000123619899713356,0,0,0,0,0,0,0.00268100657503341,0,0,0,0,0,0,0,0,6.95361935887629e-05,0,0,0,0,0,0,0,0,0,0,9.27149247850173e-05,0,0,0,0,0,0,0.0020783595639308,0,0,0,2.31787311962543e-05,0,3.09049749283391e-05,1.54524874641695e-05,0,0,2.31787311962543e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000278144774355052,0.00112803158488438,0,0,0,0,0,0,3.09049749283391e-05,7.72624373208477e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000247239799426713,0.000123619899713356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441941141475249,0.00262692286890882,0,3.09049749283391e-05,0,0,0,0,0,0,0.00469755618910754,0,0,0,0,0,0.0103608928447257,0,0,0,0,0,0,0,2.31787311962543e-05,0,0,2.31787311962543e-05,0.0451289896391072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27149247850173e-05,1.54524874641695e-05,0,0,0,0,0,0,0,0,0,0,0.000710814423351799,0,0.000332228480479645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000378585942872154,0,0,0.000108167412249187,2.31787311962543e-05,0,0,0,0.0324811286496844,0.000185429849570035,0,0,0,0,0,0,0,0.000154524874641696,0,0,0,0,3.09049749283391e-05,0,0,0,0.00145253382163194,0,0,0,0,0,0,3.09049749283391e-05,0,0.00017770360583795,0,0.000100441168517102,0,0,0,0,0,0,4.63574623925086e-05,0,0.000131346143445441,0,0,0,0,0,0,0.00316003368642267,0,0,0,0,5.40837061245934e-05,0,0,0,0,0,0,0,0,0.00602647011102612,0,0,0,0,0.000139072387177526,0,0,0,0,0,0,0,0,0
"E7-S_Soil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76469842128851e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76469842128851e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130220444609803,2.53676190798319e-05,4.22793651330532e-05,0,0,0,0.000109926349345938,0,0,0,0.0213341676461387,0.000228308571718487,0,0,5.07352381596638e-05,0,0,9.3014603292717e-05,0,0,0,0,4.22793651330532e-05,0,0,0,0,0,0,0,0.000126838095399159,0,0,0,0,2.53676190798319e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113308698556583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53676190798319e-05,0,0,0,0,0,0,0.00190257143098739,1.69117460532213e-05,0,0,0,0,0,0,0,0,7.61028572394957e-05,0,0,0,0,3.38234921064425e-05,0,0,0,0,0,0,0.0015897041290028,0,0,0,0,0,0.00451543619621008,0.08098189597585,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38234921064425e-05,0,0,0,0,0,0,0.000304411428957983,0,0,1.69117460532213e-05,0,0,4.22793651330532e-05,0,0,0,0,0,0,0,0,0.00826138794699858,5.91911111862744e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748344762855041,0,0,0,0,0,0,0.000422793651330532,0,0,0,0,0.0440466425956148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.61028572394957e-05,0,0,0,0,0,0,0,0,0,0,0,0.000761028572394957,0,0,0,0,0,0,0,0,1.69117460532213e-05,0,0,0,0,0,0.000143749841452381,0,0,0,4.22793651330532e-05,0,0,0.000219852698691876,0,0,0,0.0320562146438809,0.0196007136756834,4.22793651330532e-05,0,0,0,0,0.00206323301849299,0,3.38234921064425e-05,5.91911111862744e-05,0,0,0,4.22793651330532e-05,0,0,0,0,0.000490440635543417,0,0,0,0,0,0,5.07352381596638e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.010967267315514,0,0,0,0,0,0,3.38234921064425e-05,0,0,0,0,2.53676190798319e-05,0,0,0.000380514286197478,0,0,8.45587302661063e-05,0,0,0.000777940318448178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E8-1_Root",0,0,0,0,0,0,0,0,0,0,0,0,4.08338267420731e-05,0,0,0,0,0,0,0,0,0.000102084566855183,0,0.000520631290961432,4.08338267420731e-05,0,0,0,0,0,0,0,0,5.10422834275914e-05,0,3.06253700565548e-05,0,0,0,0,0,0,0.0026235733681782,0,0,0.000786051164784908,0,0,0.000163335306968293,0,0,0,0,0,4.08338267420731e-05,0,0,0.0172114579717838,5.10422834275914e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102084566855183,0,0,0,3.06253700565548e-05,0,0,0,0,0,0,0,0,0,0,4.08338267420731e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153126850282774,0,0,0.000765634251413871,0,0,0,0.000398129810735213,0,0,0,0,0,0,0,0,0.0465403540292779,0.000142918393597256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207231670716021,0,0,0,0,0,0.00339941607627759,0,0,0.000183752220339329,0.043590110047163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864656281263399,0,0,0,0,0,0,0,0,0,0,0,0.00118418097552012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102084566855183,0,0,0,0,0,0,0,0,0,0,0,0,0.00329733150942241,0,0,4.08338267420731e-05,0,0.000990220298495273,0,0,0,0,0,0,0.000132709936911738,0,0,0,0,0,0,0,0,3.06253700565548e-05,0,0,0,0,0,0,0,0,4.08338267420731e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116376406214908,0,0,0,0.000265419873823475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102084566855183,0,0,0,0,0,0.000112293023540701,0,0,0.00776863553767942,0,0,0,0,0,0.012587027093244,0,0,0,0,0
"E8-2_Root",0,0,0,0,0,0,0,0,0,0,0,0,0.000101431194149449,0,0,0,0,0,0,0,0,0.000304293582448346,0,0.000426011015427685,0,0,0,0,0,0,0,0,0,0.000121717432979338,0,0,0,0,0,0,0,0,0.00321536885453752,0,0,0.000983882583249653,0,0,0.000334722940693181,0,0,0,0,0,7.10018359046141e-05,0,0,0.0239884774163446,2.02862388298897e-05,0,0,0,0,0,2.02862388298897e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152146791224173,2.02862388298897e-05,0,0,0,0,0,0,0,0,0,0,0.000192719268883952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253577985373622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04293582448346e-05,0,0,0,0,0,0.000223148627128787,0,0,0.000598444045481747,0,0,0,0.000324579821278236,0,0,0,0,0,0,0,0,0.0386249987321101,5.07155970747244e-05,0,0,0,0,0,0,0,0,0,0,0,0,5.07155970747244e-05,0,0,0,0,0.00319508261570763,0,0,0,0,0,0.00915923683169522,0,0,0.000111574313564394,0.0430473987970261,0,0,0,0,0,0,2.02862388298897e-05,0,2.02862388298897e-05,0,0,0,0,0,0.0165129984075303,0,0,0,0,0,0,4.05724776597795e-05,0,0,0,0,0.00150118167341184,0,0,0,0,0,0.000162289910639118,0,0,0,0,0,0,3.04293582448346e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233291746543732,0,0,0,0,0,0,0,0,0,0,0,0,0.00626844779843593,0,0,0,0,0.000983882583249653,0,2.02862388298897e-05,0.000121717432979338,0,0,0,0.000314436701863291,0,0,0,0,0,0,0,0,2.02862388298897e-05,0,0,0,4.05724776597795e-05,0,0,0,0,8.1144955319559e-05,0,0,0.000121717432979338,0,0,0,0,0,0,0,0,0,0,0,0,0.000608587164896692,0,0,0,0.000618730284311637,0,0,0,0,0,0,0,0,0,0,8.1144955319559e-05,0,0,0,0,0,0,0,0,0,6.08587164896692e-05,0,0,0.00838835975615941,0,0,0,0,0,0.0220511416080902,0,0,0,0,0
