"","E1_Root","E1_Soil","E2_Root","E2_Soil","E3_Root","E3_Soil","E4_Root","E4_Soil","E5_Root","E5_Soil","E6_Root","E6_Soil","E7_Root","E7_Soil","E8_Root","E8_Soil","E9_Root","E9_Soil","Neg_Control","P1_Root","P1_Soil","P2_Root","P2_Soil","P3_Root","P3_Soil","P4_Root","P4_Soil","P5_Root","P5_Soil","P6_Root","P6_Soil","P7_Root","P7_Soil","P8_Root","P8_Soil","P9_Root","P9_Soil"
"E6_Root",0.391334056994897,0.25054945782902,0.402258649740211,0.301648863974829,0.295973566414638,0.266422823277541,0.424223564432144,0.270552050119117,0.36636081448308,0.257292490421666,0,0.263454368634346,0.263590080817739,0.259196421255552,0.397836362409026,0.244153537974694,0.413966305768547,0.250382737498357,0.374396173724816,0.356601059146752,0.309334646023802,0.257387105946976,0.293252769626417,0.279378355953897,0.275805900392937,0.241854400813023,0.269661778104768,0.321384931566253,0.256068176742861,0.293174265359029,0.273206961850301,0.331412542109838,0.264094020770501,0.333734711357901,0.250422211726596,0.299378019686881,0.251300464005062
"E6_Soil",0.399948353805061,0.22877015029653,0.418511736294266,0.290826883859624,0.319871711712081,0.246052233483292,0.439089146388332,0.230005970592687,0.414042186566375,0.230815236655169,0.263454368634346,0,0.29211065919537,0.220650128645662,0.415443619650409,0.21140448434781,0.451052934172254,0.220501489107142,0.3846246575182,0.375633490419352,0.303921331024,0.306733776090706,0.302022039255429,0.337172348924088,0.226792498421329,0.29637216776988,0.204848534923625,0.331525739297169,0.243128217767941,0.34807503484622,0.213679384165548,0.354084744614684,0.248939374993395,0.348755020055277,0.23098724185437,0.325319268626276,0.210994583303538
"E7_Root",0.403128600928852,0.267211869912625,0.387520277955843,0.299531502689439,0.310904586639452,0.272405778663757,0.420014441028007,0.284743123696795,0.413541018819437,0.268754523760301,0.263590080817739,0.29211065919537,0,0.249738344072981,0.362189652307336,0.250435110614629,0.445162112763206,0.266178223427116,0.388948993819828,0.329223379986421,0.282926069348969,0.274772626666566,0.314305673937985,0.321302116433054,0.290360197824895,0.289778163574573,0.283918580741741,0.336766069661506,0.274122216917917,0.333518054577704,0.288933776801583,0.339920633531816,0.278895047581267,0.346961102372668,0.265823190103421,0.320962863186398,0.264182808940369
"E7_Soil",0.386543445305494,0.199921057288082,0.401981542885754,0.263372271914972,0.305552757486715,0.222132984663057,0.426325198161252,0.218962549947384,0.401270959090627,0.208140098917039,0.259196421255552,0.220650128645662,0.249738344072981,0,0.397352837479252,0.180680431599358,0.44129702636434,0.18970249317343,0.372726288995742,0.353730786523538,0.283383710747375,0.282572921380601,0.28226812833776,0.32030870336998,0.18882292793765,0.282958356348888,0.184194004303355,0.316846397929202,0.210675099382761,0.33312452688272,0.203691005547205,0.340656492745579,0.220855980914879,0.332692997517937,0.206760808517537,0.309155393109596,0.185497687418496
"E8_Root",0.486562861656542,0.399297469539941,0.347002020601166,0.37170615910065,0.391030393564423,0.404372029535207,0.450339554264391,0.41133958089882,0.506573614409447,0.398861681000891,0.397836362409026,0.415443619650409,0.362189652307336,0.397352837479252,0,0.357479692226935,0.490234223916708,0.399130417414187,0.476023218284455,0.234187893312618,0.244779367912454,0.342717253829133,0.421444140316875,0.434130581827556,0.414197116723347,0.419808770623995,0.409330020913858,0.446166069905099,0.405187708669342,0.422788326337645,0.413021180786838,0.422698821385385,0.406044141940025,0.454983657253269,0.396758659515573,0.440287282367277,0.397321306966079
"E8_Soil",0.375207674376003,0.18522902175306,0.375581733351244,0.23860826215766,0.285599233988786,0.184354036320111,0.408077718676067,0.204662669229605,0.391636197863778,0.186247665282688,0.244153537974694,0.21140448434781,0.250435110614629,0.180680431599358,0.357479692226935,0,0.431359166467446,0.151858541200683,0.361877968931922,0.309558566519017,0.251523840434509,0.264673917976514,0.272041343220847,0.3138465444873,0.202038889746845,0.270246094839591,0.164091451145012,0.297812409118063,0.178068460344919,0.322974648640932,0.19595285007828,0.30139589811305,0.20338917120009,0.307015579120984,0.156606285643814,0.279540897555287,0.152317239569468
"E9_Root",0.535440661986629,0.435999264908235,0.543124870978342,0.463716199081052,0.466598829100597,0.435866958410544,0.556330530625939,0.447433281432037,0.535796555935049,0.437269565620227,0.413966305768547,0.451052934172254,0.445162112763206,0.44129702636434,0.490234223916708,0.431359166467446,0,0.429779648188682,0.433845597184402,0.503543350781035,0.472699056839122,0.446905492415969,0.470405457113406,0.349053537708973,0.449909843293685,0.437423232443528,0.446593391077647,0.481300835128477,0.440182467677701,0.251024163500574,0.449550839667325,0.406385517701511,0.432177536861918,0.488580507072442,0.436929576213147,0.464854193676832,0.429924499243734
"E9_Soil",0.386503429105728,0.186671624527165,0.401923322183483,0.257374269894432,0.298313659256369,0.204787614277701,0.423769173121003,0.211140339658625,0.398707486960626,0.196184599280769,0.250382737498357,0.220501489107142,0.266178223427116,0.18970249317343,0.399130417414187,0.151858541200683,0.429779648188682,0,0.367319851909843,0.350808828597853,0.275112114773089,0.27391701966039,0.271621655745354,0.311650904565928,0.192226144501879,0.274956310475534,0.162221445216638,0.310437910433205,0.175260945235574,0.321576192406487,0.212880397950245,0.331680562405109,0.210082664226368,0.326702777174598,0.142874800265513,0.302148320042542,0.139739439012847
"Neg_Control",0.482900264831107,0.367743886802618,0.49202348929274,0.400724193984877,0.410518672929683,0.375277946206758,0.509446481113493,0.380063871876905,0.492564387839595,0.37170019837023,0.374396173724816,0.3846246575182,0.388948993819828,0.372726288995742,0.476023218284455,0.361877968931922,0.433845597184402,0.367319851909843,0,0.452839237148357,0.409874164403832,0.38987750158674,0.384527939189091,0.386602207894527,0.385502536957824,0.382404200803271,0.377113121116618,0.423024994643606,0.372242508181407,0.352952931011228,0.381245005879235,0.404391291463129,0.373791766731462,0.432844992020083,0.367759810832418,0.412954353080548,0.365689182057861
"P1_Root",0.464551898810557,0.356449883308145,0.341798728036706,0.342180889028288,0.392072763768581,0.368081030051281,0.425541554376064,0.37107201701319,0.480819469284048,0.359354078188325,0.356601059146752,0.375633490419352,0.329223379986421,0.353730786523538,0.234187893312618,0.309558566519017,0.503543350781035,0.350808828597853,0.452839237148357,0,0.228573991264192,0.288432518490585,0.383786076745117,0.384071054459207,0.359924996449746,0.352921969316592,0.367643895589055,0.396471357932142,0.355912278371813,0.39730382780575,0.372961616473394,0.3768860279839,0.36539160936462,0.323896181115405,0.349444805120689,0.320972588843854,0.355895143875798
"P1_Soil",0.421809545267935,0.279718656093065,0.329659963468633,0.284708698957613,0.347262945014355,0.296626126442197,0.404369622318226,0.298247868319927,0.439040466218039,0.287501826295686,0.309334646023802,0.303921331024,0.282926069348969,0.283383710747375,0.244779367912454,0.251523840434509,0.472699056839122,0.275112114773089,0.409874164403832,0.228573991264192,0,0.274447309429083,0.333830359300907,0.361821008622442,0.290559217257417,0.326591294612233,0.288270185571185,0.356709144369313,0.282569747852335,0.368796110010042,0.303252929770201,0.361906498296902,0.295105268217577,0.369388213855427,0.260659209786173,0.350825397845726,0.273608792273212
"P2_Root",0.406054060363157,0.281309514569263,0.375939367192403,0.307165494392251,0.318131397879845,0.291190148541453,0.379021396463795,0.299858699987193,0.423428768711808,0.27734739384636,0.257387105946976,0.306733776090706,0.274772626666566,0.282572921380601,0.342717253829133,0.264673917976514,0.446905492415969,0.27391701966039,0.38987750158674,0.288432518490585,0.274447309429083,0,0.26796788475895,0.293839992185279,0.291624524487098,0.277448575135466,0.299147040575824,0.346491395508351,0.284999704986962,0.307827822469582,0.301937990653949,0.328735086602558,0.294343194041038,0.352126602311592,0.279014861393823,0.31358780223996,0.277551376076901
"P2_Soil",0.397885204801066,0.281142681506275,0.437491614585614,0.326641110582364,0.344470581932376,0.285444400486401,0.460818365124586,0.298087885529406,0.433832507876451,0.261844812385189,0.293252769626417,0.302022039255429,0.314305673937985,0.28226812833776,0.421444140316875,0.272041343220847,0.470405457113406,0.271621655745354,0.384527939189091,0.383786076745117,0.333830359300907,0.26796788475895,0,0.358337904431792,0.287067609756881,0.299863936391292,0.287744831922335,0.354793779391847,0.290275306850589,0.3353663831656,0.296750023055731,0.376506796860943,0.297570058625439,0.366929429084028,0.280486794432832,0.344256079005678,0.270772263400156
"P3_Root",0.437085749853663,0.314481007263493,0.451529334003793,0.360636489009541,0.343788920080665,0.331178110702529,0.458294606677905,0.334525598824594,0.455250069377028,0.324838165514415,0.279378355953897,0.337172348924088,0.321302116433054,0.32030870336998,0.434130581827556,0.3138465444873,0.349053537708973,0.311650904565928,0.386602207894527,0.384071054459207,0.361821008622442,0.293839992185279,0.358337904431792,0,0.308105089354874,0.315907130380126,0.333182960346229,0.376316991317063,0.315791195731131,0.23995929803911,0.337777615800309,0.342122896094803,0.319974787836327,0.376620184980284,0.315304501415147,0.338596813402165,0.316663421600137
"P3_Soil",0.390594748289841,0.208412827403777,0.414907530694768,0.274046011504715,0.317877975645133,0.228698342596763,0.438335915874836,0.240728577527493,0.409460270012676,0.218855039105954,0.275805900392937,0.226792498421329,0.290360197824895,0.18882292793765,0.414197116723347,0.202038889746845,0.449909843293685,0.192226144501879,0.385502536957824,0.359924996449746,0.290559217257417,0.291624524487098,0.287067609756881,0.308105089354874,0,0.296222084380178,0.203850483132204,0.327664715874832,0.216946111343656,0.342978336989236,0.229986022129303,0.350774186476173,0.226939805552297,0.343023404572901,0.219955718698413,0.31778843756911,0.19186639034475
"P4_Root",0.408764637511126,0.26623865276061,0.418855821797828,0.307470180243475,0.31674894985459,0.272570046417555,0.439969893337401,0.267320971580081,0.408767662045214,0.267786301804238,0.241854400813023,0.29637216776988,0.289778163574573,0.282958356348888,0.419808770623995,0.270246094839591,0.437423232443528,0.274956310475534,0.382404200803271,0.352921969316592,0.326591294612233,0.277448575135466,0.299863936391292,0.315907130380126,0.296222084380178,0,0.259871102139446,0.331233235172403,0.26296250929397,0.30081267897372,0.29539446924632,0.317934724018811,0.262577707613512,0.306856352677472,0.27306713842944,0.279402209577453,0.262425204076661
"P4_Soil",0.391901942049734,0.186740579492023,0.411228931549321,0.257909928348111,0.313966066544826,0.22335305154503,0.433878923933781,0.180976499041664,0.406651902591052,0.204039765545719,0.269661778104768,0.204848534923625,0.283918580741741,0.184194004303355,0.409330020913858,0.164091451145012,0.446593391077647,0.162221445216638,0.377113121116618,0.367643895589055,0.288270185571185,0.299147040575824,0.287744831922335,0.333182960346229,0.203850483132204,0.259871102139446,0,0.3209841828844,0.164622351813024,0.343564837476781,0.180697365496786,0.324400176527159,0.205718555290278,0.336761085061739,0.153436152905342,0.316156155042753,0.169475347629361
"P5_Root",0.434296300262756,0.309184732508922,0.450983175836494,0.347616419409674,0.359035459542155,0.313520978588925,0.471439660326085,0.325558214292771,0.443972117147067,0.311087847862905,0.321384931566253,0.331525739297169,0.336766069661506,0.316846397929202,0.446166069905099,0.297812409118063,0.481300835128477,0.310437910433205,0.423024994643606,0.396471357932142,0.356709144369313,0.346491395508351,0.354793779391847,0.376316991317063,0.327664715874832,0.331233235172403,0.3209841828844,0,0.267671825141099,0.384081572545533,0.329308393846488,0.384670519983694,0.313541535258587,0.345201504145603,0.307131179839206,0.333941802693555,0.305073392980179
"P5_Soil",0.386741135929579,0.201768139870447,0.4069524197316,0.263791560691921,0.302426489818443,0.221867843321235,0.427385733709485,0.220725440520226,0.404895219329958,0.221452571270458,0.256068176742861,0.243128217767941,0.274122216917917,0.210675099382761,0.405187708669342,0.178068460344919,0.440182467677701,0.175260945235574,0.372242508181407,0.355912278371813,0.282569747852335,0.284999704986962,0.290275306850589,0.315791195731131,0.216946111343656,0.26296250929397,0.164622351813024,0.267671825141099,0,0.329872484705041,0.233518982521724,0.324935596831371,0.212271584563725,0.327663265929559,0.15910232187405,0.303546250004771,0.191678600690298
"P6_Root",0.451780417763412,0.327020449996661,0.454659541769521,0.367738987664562,0.346508600009041,0.307693381856779,0.469786349148421,0.342161484712826,0.454330335406676,0.31837902967815,0.293174265359029,0.34807503484622,0.333518054577704,0.33312452688272,0.422788326337645,0.322974648640932,0.251024163500574,0.321576192406487,0.352952931011228,0.39730382780575,0.368796110010042,0.307827822469582,0.3353663831656,0.23995929803911,0.342978336989236,0.30081267897372,0.343564837476781,0.384081572545533,0.329872484705041,0,0.343955698336438,0.29771780334531,0.329219773657239,0.386325226087038,0.326181954853239,0.336368301817869,0.306670771540211
"P6_Soil",0.401445976479041,0.223007276756066,0.415928975666495,0.284391000050306,0.308032578272939,0.231147931242241,0.437331769611506,0.221675970319564,0.41237443890719,0.223177541459946,0.273206961850301,0.213679384165548,0.288933776801583,0.203691005547205,0.413021180786838,0.19595285007828,0.449550839667325,0.212880397950245,0.381245005879235,0.372961616473394,0.303252929770201,0.301937990653949,0.296750023055731,0.337777615800309,0.229986022129303,0.29539446924632,0.180697365496786,0.329308393846488,0.233518982521724,0.343955698336438,0,0.35236776186584,0.239772827024889,0.34521090966964,0.222158975792944,0.321667542353131,0.201359638162212
"P7_Root",0.451128189296935,0.327449569809492,0.445541653036718,0.353643137760642,0.345886367161725,0.341007091906145,0.472195052544366,0.330238923975704,0.467630855641099,0.339841434226769,0.331412542109838,0.354084744614684,0.339920633531816,0.340656492745579,0.422698821385385,0.30139589811305,0.406385517701511,0.331680562405109,0.404391291463129,0.3768860279839,0.361906498296902,0.328735086602558,0.376506796860943,0.342122896094803,0.350774186476173,0.317934724018811,0.324400176527159,0.384670519983694,0.324935596831371,0.29771780334531,0.35236776186584,0,0.318011853350623,0.3779339655552,0.333298760633755,0.333164726807897,0.331532768657719
"P7_Soil",0.389736678983003,0.217248359684857,0.410409183845783,0.270834455014462,0.308828660138428,0.232797643747659,0.431674438932857,0.222910208323394,0.408135482711975,0.224305195433143,0.264094020770501,0.248939374993395,0.278895047581267,0.220855980914879,0.406044141940025,0.20338917120009,0.432177536861918,0.210082664226368,0.373791766731462,0.36539160936462,0.295105268217577,0.294343194041038,0.297570058625439,0.319974787836327,0.226939805552297,0.262577707613512,0.205718555290278,0.313541535258587,0.212271584563725,0.329219773657239,0.239772827024889,0.318011853350623,0,0.320306953511194,0.207505117837177,0.31266525865346,0.20998006575523
"P8_Root",0.445531362749992,0.325974170473685,0.456687593496023,0.363028773984747,0.36274050502703,0.329644765221435,0.478195166782634,0.343941200094276,0.453957864127135,0.324185497860278,0.333734711357901,0.348755020055277,0.346961102372668,0.332692997517937,0.454983657253269,0.307015579120984,0.488580507072442,0.326702777174598,0.432844992020083,0.323896181115405,0.369388213855427,0.352126602311592,0.366929429084028,0.376620184980284,0.343023404572901,0.306856352677472,0.336761085061739,0.345201504145603,0.327663265929559,0.386325226087038,0.34521090966964,0.3779339655552,0.320306953511194,0,0.31439379229345,0.153838655879857,0.316509973364482
"P8_Soil",0.384185112888797,0.191820271176584,0.400917314651499,0.262345961681156,0.296028168412391,0.215912265298314,0.423234696625271,0.216020944036132,0.398897060083251,0.209003896014012,0.250422211726596,0.23098724185437,0.265823190103421,0.206760808517537,0.396758659515573,0.156606285643814,0.436929576213147,0.142874800265513,0.367759810832418,0.349444805120689,0.260659209786173,0.279014861393823,0.280486794432832,0.315304501415147,0.219955718698413,0.27306713842944,0.153436152905342,0.307131179839206,0.15910232187405,0.326181954853239,0.222158975792944,0.333298760633755,0.207505117837177,0.31439379229345,0,0.296854144029074,0.171393969057853
"P9_Root",0.430246399767875,0.301360407246646,0.441071320000351,0.344787723800771,0.329363986343313,0.284542637381202,0.459713572573389,0.31930274874718,0.438523231654793,0.288090503570748,0.299378019686881,0.325319268626276,0.320962863186398,0.309155393109596,0.440287282367277,0.279540897555287,0.464854193676832,0.302148320042542,0.412954353080548,0.320972588843854,0.350825397845726,0.31358780223996,0.344256079005678,0.338596813402165,0.31778843756911,0.279402209577453,0.316156155042753,0.333941802693555,0.303546250004771,0.336368301817869,0.321667542353131,0.333164726807897,0.31266525865346,0.153838655879857,0.296854144029074,0,0.26619082914554
"P9_Soil",0.38350632592245,0.185554595726264,0.400868044031098,0.258108673870574,0.285635176586057,0.145440447441202,0.423619036919227,0.208790889732103,0.395451282122695,0.16497172213744,0.251300464005062,0.210994583303538,0.264182808940369,0.185497687418496,0.397321306966079,0.152317239569468,0.429924499243734,0.139739439012847,0.365689182057861,0.355895143875798,0.273608792273212,0.277551376076901,0.270772263400156,0.316663421600137,0.19186639034475,0.262425204076661,0.169475347629361,0.305073392980179,0.191678600690298,0.306670771540211,0.201359638162212,0.331532768657719,0.20998006575523,0.316509973364482,0.171393969057853,0.26619082914554,0
