"","Aaosphaeria","Absconditonia","Absidia","Acaulospora","Acremoniopsis","Acremonium","Acrophialophora","Aequabiliella","Agaricus","Agrocybe","Alatospora","Alfaria","Alternaria","Amanita","Amaurodon","Amylascus","Amyloxenasma","Antarctomyces","Anteholosticha","Anthostomella","Anthracobia","Anungitea","Aphanoascus","Apiosordaria","Apiotrichum","Apodospora","Arachnocrea","Arachnopeziza","Archaeorhizomyces","Archaeospora","Arcopilus","Arnium","Arthrocladium","Ascobolus","Ascocorticium","Ascosphaera","Ascotricha","Aspergillus","Asterostroma","Astrosporina","Athelopsis","Atractospora","Atrocalyx","Aureobasidium","Auricularia","Auritella","Austroafricana","Auxarthron","Ballistosporomyces","Basidioascus","Basidiobolus","Beauveria","Beauveriphora","Bifiguratus","Bipolaris","Biscogniauxia","Bjerkandera","Boletus","Botryobasidium","Botrytis","Bourdotigloea","Bovista","Brevicellicium","Bulleromyces","Burgella","Byssoascus","Calcarisporiella","Calceomyces","Calycina","Calyptrozyma","Camarophyllopsis","Camposporium","Camptophora","Candida","Capronia","Capturomyces","Castanediella","Catenulostroma","Cenococcum","Cephalotheca","Ceraceomyces","Ceratobasidium","Ceratosporella","Ceratostomella","Ceriporia","Chaetocapnodium","Chaetomium","Chaetosphaeria","Chalara","Chaunopycnis","Chloridium","Chloropyrula","Chondrogaster","Chrysosporium","Chrysozyma","Ciliolarina","Cistella","Cladobotryum","Cladonia","Cladophialophora","Cladosporium","Claroideoglomus","Clavaria","Clavulina","Clavulinopsis","Clitopilus","Clonostachys","Coccomyces","Codinaea","Codinaeella","Coleophoma","Coltricia","Coltriciella","Coniella","Coniochaeta","Coniophora","Conioscypha","Coniothyrium","Conlarium","Conocybe","Coprinellus","Coprinopsis","Cordana","Cordyceps","Cortinarius","Craterellus","Crepatura","Crocicreas","Cruentomycena","Crustodontia","Cryptococcus","Cryptocoryneum","Cryptodiscus","Cryptosporiopsis","Cryptotrichosporon","Cunninghamella","Curvibasidium","Curvularia","Cyberlindnera","Cyclaneusma","Cylindrodendrum","Cylindrosympodioides","Cyphellophora","Cyrtohymena","Cystangium","Cystobasidium","Cystolepiota","Cytospora","Dactylaria","Dactylella","Deconica","Dendrochytridium","Dendrophoma","Dendrosporium","Descomyces","Desertiserpentica","Desmazierella","Devriesia","Diaporthe","Diatrype","Dichostereum","Dictyochaeta","Diddensiella","Didymocrea","Dinemasporium","Dioszegia","Diplodia","Diplogelasinospora","Diplosphaera","Distononappendiculata","Diutina","Diversimediispora","Diversispora","Dothidea","Dothiorella","Drechslerella","Elaphomyces","Endophragmiella","Entoloma","Entyloma","Epithamnolia","Eutypella","Exidiopsis","Exobasidium","Exophiala","Farysia","Fibulochlamys","Fibulomyces","Filobasidium","Flavocillium","Floricola","Foliocryphia","Fonsecaea","Funiliomyces","Fusarium","Fuscoporia","Fusichalara","Fusicladium","Fusidium","Galerina","Geastrum","Gelidatrema","Geminibasidium","Geoglossum","Geranomyces","Gibberella","Gliocladium","Gliomastix","Gloeodontia","Glomus","Glonium","Glutinoglossum","Glutinomyces","Goffeauzyma","Goidanichiella","Gongronella","Gremmenia","Gryganskiella","Gymnopilus","Gymnopus","Gyrographa","Halteria","Hannaella","Haptocillium","Harknessia","Harposporium","Hawksworthiomyces","Hebeloma","Helvella","Hemileucoglossum","Henningsomyces","Heterocephalacria","Heterophaeomoniella","Heterotruncatella","Hirsutella","Hormonema","Humicola","Hyalodendriella","Hyalorbilia","Hyaloscypha","Hydnellum","Hydnum","Hydropus","Hymenoscyphus","Hymenotorrendiella","Hyphoderma","Hyphodiscus","Hypholoma","Hyphozyma","Hypoderma","Hypomyces","Hypsotheca","Hysterangium","Hysterium","Hysterobrevium","Idriella","Idriellomyces","Ilyonectria","Infundichalara","Inocybe","Irpicomyces","Keissleriella","Keithomyces","Knufia","Kochiomyces","Kockovaella","Kodamaea","Labyrinthomyces","Laccaria","Lachnum","Lactarius","Lactifluus","Lanzia","Lapidomyces","Lasionectria","Lecanicillium","Lecanora","Lecythophora","Lembosiniella","Lentomitella","Leohumicola","Leotia","Lepiota","Leptobacillium","Leptodontidium","Leucoagaricus","Leucopaxillus","Leucosporidium","Leucothecium","Lichenoconium","Lindtneria","Linnemannia","Lipomyces","Lopadostoma","Lophiostoma","Lophium","Lophodermium","Luellia","Macroconia","Malassezia","Marasmiellus","Marasmius","Marasphaerium","Mariannaea","Marquesius","Massarina","Melanchlenus","Meliniomyces","Menispora","Meristemomyces","Metapochonia","Metarhizium","Metschnikowia","Microascus","Microcera","Microdochium","Mollisia","Monacrosporium","Montagnula","Moristroma","Mortierella","Mucor","Murispora","Mycena","Mycenastrum","Mycocalicium","Mycosylva","Mycosymbioces","Myriangium","Myrmecridium","Mytilinidion","Nadsonia","Naganishia","Nectriopsis","Nematoctonus","Neoanungitea","Neocatenulostroma","Neocoleroa","Neoconiothyrium","Neocrinula","Neocucurbitaria","Neodevriesia","Neofusicladium","Neofusicoccum","Neophaeococcomyces","Neophaeomoniella","Neotrimmatostroma","Neovaginatispora","Neurospora","Niesslia","Nigrograna","Nigrospora","Nothomitra","Nothophaeomoniella","Occultifur","Ochroconis","Octaviania","Oidiodendron","Olearia","Oliveonia","Orbilia","Paecilomyces","Papiliotrema","Paracladophialophora","Paraconiothyrium","Paracylindrocarpon","Paradevriesia","Parafusicladium","Parametarhizium","Paramicrothyrium","Paraphaeomoniella","Paraphaeosphaeria","Paraphoma","Parapyrenochaeta","Parasola","Pectenia","Penicillago","Penicillifer","Penicillium","Penidiella","Penidiellomyces","Peniophora","Peniophorella","Perenniporia","Peribolospora","Periconia","Peristomialis","Pestalotiopsis","Petrophila","Pezicula","Peziza","Pezoloma","Phacidium","Phaeoacremonium","Phaeococcomyces","Phaeohelotium","Phaeomoniella","Phaeosphaeria","Phaeotremella","Phanerochaete","Phellodon","Phialea","Phialemonium","Phialocephala","Phlebia","Phlogicylindrium","Phomatospora","Phyllozyma","Pilidium","Piloderma","Pinaceicola","Piskurozyma","Pithomyces","Placynthiella","Plectania","Plectosphaerella","Pleohelicoon","Pleotrichocladium","Pleuroascus","Plicaria","Pluteus","Podaxis","Podospora","Polydesmia","Polylobatispora","Polyphilus","Polyscytalum","Porodiplodia","Postia","Powellomyces","Preussia","Priceomyces","Proliferodiscus","Psathyrella","Pseudoarthrographis","Pseudocamarosporium","Pseudodactylaria","Pseudogymnoascus","Pseudoneoconiothyrium","Pseudopenidiella","Pseudophialophora","Pseudoplectania","Pseudoramichloridium","Pseudosydowia","Pseudotaeniolina","Pseudovalsaria","Purpureocillium","Pycnora","Pyrenochaeta","Pyrenochaetopsis","Pyricularia","Rachicladosporium","Radulomyces","Rasamsonia","Readeriella","Readerielliopsis","Renatobasidium","Resinicium","Reticulascus","Rhexodenticula","Rhizoctonia","Rhizodermea","Rhizodiscina","Rhizoglomus","Rhizophagus","Rhizophlyctis","Rhizophydium","Rhizopogon","Rhizosphaera","Rhodocollybia","Rhodosporidiobolus","Rhodotorula","Rhopalophora","Rhynchogastrema","Rickenella","Rinaldiella","Ripartites","Ruhlandiella","Russula","Rutstroemia","Sagenomella","Saitoella","Saitozyma","Sakaguchia","Samsoniella","Sarcoleotia","Sarcostroma","Sarea","Scedosporium","Scheffersomyces","Schizothecium","Schwanniomyces","Scleroderma","Scleropezicula","Scolecobasidium","Scutellospora","Scytalidium","Sebacina","Seiridium","Selenodriella","Semifissispora","Sepedonium","Septobasidium","Serendipita","Serpula","Setophaeosphaeria","Simplicillium","Sistotrema","Slooffia","Solicoccozyma","Sonoraphlyctis","Sorocybe","Spadicoides","Spencermartinsiella","Sphaerosoma","Sphaerosporella","Sphaerostilbella","Spiromastix","Sporidesmiella","Sporisorium","Sporobolomyces","Sporormiella","Sporothrix","Sterila","Strelitziana","Sugiyamaella","Suhomyces","Suillus","Symbiochloris","Symbiotaphrina","Sympodiella","Sympoventuria","Syzygospora","Talaromyces","Tausonia","Teichospora","Terana","Teratosphaeria","Teratosphaericola","Teratosphaeriopsis","Tetracladium","Tetragoniomyces","Thanatephorus","Thelebolus","Thelephora","Thelonectria","Thermomyces","Thozetella","Thuemenidium","Thyridium","Thyrinula","Tilletia","Tolypocladium","Tomentella","Tomentellopsis","Torula","Toxicocladosporium","Tracylla","Trametes","Trechispora","Tremella","Trichodelitschia","Trichoderma","Trichomerium","Triscelophorus","Tritirachium","Trogia","Troposporella","Tubaria","Tuber","Tubulicium","Tubulicrinis","Tympanis","Udeniozyma","Umbelopsis","Ustilago","Valsa","Vanrija","Venturia","Vermiculariopsiella","Veronaeopsis","Verrucoconiothyrium","Verticimonosporium","Vishniacozyma","Volutella","Volvariella","Wallemia","Warcupia","Westerdykella","Wilcoxina","Wojnowiciella","Xenasmatella","Xenoacremonium","Xenocylindrosporium","Xenogliocladiopsis","Xenomonodictys","Xenopolyscytalum","Xenosonderhenioides","Xerocomus","Xylaria","Xylodon","Xylolentia","Yamadamyces","Yurkovia","Zanclospora","Zasmidium"
"E1-1_Root",0,0,0,0,0,3,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,10,0,0,4,0,17,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,40,4,0,0,0,0,0,0,0,77,0,0,4932,2,0,0,0,0,1,3,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,4,0,3,0,0,0,407,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,229,0,0,0,12,0,0,6272,0,0,0,0,0,0,21,0,3,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,48,0,0,0,0,0,0,0,0,7890,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,25,0,0,38,35,0,0,0,0,0,3359,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,7,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,18,0,0,0,0,0,67,1,140,0,34,0,0,0,0,0,485,93,0,35,1,97,0,0,0,0,0,0,0,0,0,27,0,41,0,10,0,0,0,0,0,0,4,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,0,4,0,66,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27295,0,0,0,0,0,0,0,0,496,0,21,0,0,0,1135,0,0,0,3,0,47,0,0,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0
"E1-2_Root",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,15,0,0,3,0,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,73,16,0,0,0,0,0,0,0,83,0,0,6447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,3,0,0,0,0,0,360,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,210,0,0,0,14,0,0,5531,0,0,0,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,8673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,4,0,0,17,23,0,0,0,0,0,2687,0,0,0,19,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,6,0,0,0,0,0,0,0,0,0,6,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,19,0,0,0,0,0,42,3,19,0,18,0,0,0,0,0,346,77,0,61,0,89,0,0,0,0,0,0,0,0,0,51,0,33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,81,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28357,3,0,0,0,0,2,0,0,398,0,15,0,0,0,1367,0,0,0,0,0,60,0,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,124,0,0,0,0,0,0,0,0,0
"E1-N_Soil",0,0,6,0,0,0,0,0,3,0,0,0,0,39,60,0,0,0,0,3,0,4,0,0,80,0,16,0,0,0,0,0,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,2,0,24,0,50,0,0,0,0,0,0,0,0,0,30,116,22,0,0,0,75,0,11,0,4,0,0,8782,7,0,0,0,2,41,12,0,0,0,0,0,0,0,441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,14,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,97,0,0,0,7,0,0,5,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,4,0,0,3,0,0,0,51,0,2972,0,0,0,26,0,0,0,0,0,0,0,4,0,32,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,1341,0,0,0,0,72,0,0,0,365,0,0,34,0,0,0,0,0,0,7,0,3,95,0,0,0,0,32,0,0,0,0,0,0,4,0,0,324,0,0,0,0,0,0,0,0,12509,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,179,0,0,17,0,0,0,0,0,0,0,0,8,13,13,0,0,39,0,0,0,8,0,0,5,0,0,2,0,0,0,0,0,0,0,0,2,8,0,4,0,0,0,0,0,791,6,183,14,25,0,4,0,0,0,130,54,0,1903,3,3730,0,31,0,0,0,0,0,0,0,267,0,36,0,60,0,0,0,0,0,0,18,2,0,0,14,0,421,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,2660,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13377,7,0,0,0,0,4,0,0,499,0,3,0,0,6,64,0,0,0,0,0,2068,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0
"E1-S_Soil",0,0,0,4,0,0,0,0,5,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,16,0,7,7,4171,0,14,2,0,0,0,3,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,67,2,0,0,0,0,0,0,2,3,0,6,179,0,0,0,0,583,0,5,3,1911,14,0,50,0,0,0,0,140,41,0,0,0,0,0,0,13,0,247,0,0,3525,19,0,111,0,30,0,0,5,0,0,0,2,0,3,105,0,0,0,0,0,2,0,0,0,36,0,0,0,0,0,3,17,0,19,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,38,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2221,510,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,136,0,0,0,0,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,21,0,716,0,2,0,0,4,9,0,0,0,0,0,0,0,0,0,6,0,5578,0,0,0,5,0,0,0,8,0,142,0,13627,0,0,0,0,0,0,0,0,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,222,0,0,0,290,0,0,37,0,0,0,0,0,0,26,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,3,3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,6,0,31,3,30,0,64,0,2,0,4,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,17,0,0,0,0,9,242,3,0,0,0,0,0,10,0,0,67,304,0,1267,0,1537,0,1,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,6,14,0,0,26,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,48,74,0,0,0,20,0,0,0,0,0,0,0,0,0,0,327,0,4,0,0,118,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3494,0,0,0,85,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E2-1_Root",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,1334,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,82,0,0,0,0,0,0,0,0,0,8,165,38,0,0,0,0,0,0,0,0,66,3570,9,151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,174,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,337,0,16,0,133,0,0,0,0,0,232,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,28,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,33,0,0,0,0,0,52,0,0,0,19,0,0,0,0,0,0,1083,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,15217,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17748,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E2-2_Root",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1602,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,185,31,0,0,0,0,0,0,5,0,18,2157,7,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,4,0,0,156,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,247,0,11,0,93,0,0,0,0,0,297,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,10,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,33,0,0,0,0,0,125,0,0,0,7,0,0,0,0,0,0,933,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19473,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22803,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E2-N_Soil",0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,29,0,0,0,0,0,13,0,0,40,0,0,0,7,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,23,55,0,0,0,0,36,0,2,0,0,0,0,3992,2,0,7,85,0,0,1,0,0,0,0,0,0,0,157,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,4,27,7747,0,0,0,0,0,0,13,0,952,0,0,5968,0,0,0,13,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,17,0,0,0,7,0,0,0,0,2,0,0,0,621,0,0,52,0,0,0,0,0,0,199,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,7007,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,3616,0,0,0,0,0,0,2,0,7,0,0,0,0,0,57,0,0,0,0,0,0,0,0,109,3,0,7,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0,0,30,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,350,0,0,0,6,0,0,0,0,0,45,591,0,1218,2,2310,0,12,0,0,0,0,0,20,0,1,0,5,0,17,0,0,0,0,0,0,44,2,0,0,0,0,76,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,13,224,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17367,0,0,0,2,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,3529,0,0,0,172,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
