#OTU ID,E1-1_Root,E1-2_Root,E1-N_Soil,E1-S_Soil,E2-1_Root,E2-2_Root,E2-N_Soil,E2-S_Soil,E3-1_Root,E3-2_Root,E3-N_Soil,E3-S_Soil,E4-1_Root,E4-2_Root,E4-N_Soil,E4-S_Soil,E5-1_Root,E5-2_Root,E5-N_Soil,E5-S_Soil,E6-1_Root,E6-2_Root,E6-N_Soil,E6-S_Soil,E7-1_Root,E7-2_Root,E7-N_Soil,E7-S_Soil,E8-1_Root,E8-2_Root,E8-N_Soil,E8-S_Soil,E9-1_Root,E9-2_Root,E9-N_Soil,E9-S_Soil,Neg_Control,P1-1_Root,P1-2_Root,P1-N_Soil,P1-S_Soil,P2-1_Root,P2-2_Root,P2-N_Soil,P2-S_Soil,P3-1_Root,P3-2_Root,P3-N_Soil,P3-S_Soil,P4-1_Root,P4-2_Root,P4-N_Soil,P4-S_Soil,P5-1_Root,P5-2_Root,P5-N_Soil,P5-S_Soil,P6-1_Root,P6-2_Root,P6-N_Soil,P6-S_Soil,P7-1_Root,P7-2_Root,P7-N_Soil,P7-S_Soil,P8-1_Root,P8-2_Root,P8-N_Soil,P8-S_Soil,P9-1_Root,P9-2_Root,P9-N_Soil,P9-S_Soil
67607a4ed4e6a879f9548ca1724a29ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e75dd843961a8d6f59bb82a460b1dfc1,0,2,12,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,21,5,0,0,4,63,0,0,0,0,0,0,4,0,3,5,5,39,3,0,5,73,0,0,0,2,5,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
2ba13dabf84978b05aa0768c428b04dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,122,265,4,0,0,0,0,0,0,0,0,0
ee748c5cf34c5dc56a36d28da79f9f8a,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,248,0,0,0,0,0,0,0,155,0,0,26,0,0,0,0,0
07b2d97492ef98f8f559b2cba4458403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24bf39d76b050d2fe14f1cf2a501e966,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c21579b5d9e8dc399fe9914e94250c73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,70,76,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005b22f5ad661d0b8eaedded2644ae4f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,250,4,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0
7bc57f47e64c9cd2913400bb77fcb7c5,0,0,0,0,0,0,0,0,44,123,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
e2fab06fd922a2f0be3279972025c8c0,0,0,0,0,4,3,13,6,3,6,6,8,0,0,0,0,7,4,0,6,0,0,0,0,2,0,0,0,16,40,10,14,0,0,15,44,0,0,0,0,0,0,0,106,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,3,13,7
26b465d7e565f8778ea864e0c87c67e5,0,0,0,0,0,0,0,0,8,8,3,18,0,0,0,17,0,0,0,0,0,0,0,0,10,12,14,0,0,19,6,0,0,2,72,13,0,0,0,0,41,8,8,32,0,0,0,0,0,0,0,0,2,0,0,0,0,3,9,2,7,0,0,0,0,40,14,119,226,0,0,6,6
f84ee99e30907423a753aa35fad4a0f3,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388384edcb485ca2bea800fe5c611c23,3,0,0,0,0,0,0,118,0,0,4,2,0,0,0,7,0,0,27,5,0,0,3,0,0,0,0,0,0,0,25,7,0,0,27,25,0,0,0,0,0,0,0,36,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,43,0,0,20,24,0,0,0,16
53434c458d2262ed99e42f8aaf288c2a,0,0,0,0,0,0,0,57,8,29,13,6,0,0,0,0,0,0,0,68,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,4,0,0,0,0,0,0,0,29,0,0,59,48
2fa1c15384dbd5eb5d2799dd50bbe965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9243e068446a5726780cac1ea4535ba8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,148,207,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e2483f969632fb3e7ce8afbe3113fb0,0,6,0,48,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,97,0,9,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33d22d3eeabb1cd009b078172b78e04e,0,0,3,0,0,0,0,9,5,0,44,16,0,0,0,17,0,0,10,65,0,0,0,0,0,0,20,0,0,0,76,0,0,2,259,336,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,3,0,0,26,0,0,0,60,10,0,0,0,25,13,9,118,47,0,0,7,0
d88880cd47620002cc04d41582ea4675,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,11,0,8,0,0,9,4,0,16,13
43976aa4a2ee81a1b63f272e25b8ac3b,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,5,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,2,2,0,0,0,14,0,0,0,0,16,18,283,0,0,0,36,0,0,0,0,0,0,0,0,0
b93f5ee573859c3efa75da7e3546d95a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,103,122,0,0,0,0,0,0,0,0,0,47,43,0,0,0,0,0,0
14ba9ce4d29f6e8f9efcd91527e5bf25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,149,130,18,0,0,0,0,0,70,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53d6a43dbd8084788672716722ba34cd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,21,11,23,90,0,0,0,6,0,0,0,0,284,298,18,0,0,0,0,0
55bf8b3abbf0d9aab46a7cb9b9da5b2c,0,0,0,179,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,144
6901f7369beddffa452fb117eac1fbd1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,68,15,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,8,18,0,0,0,14,0,0,11,5,0,2,57,83,0,0,0,0
e4d181f23ea9f8756af7ff78e103e7fa,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,42,0,0,0,0,8,13,22,0,0,0,39,0,0,0,0,0,0,32,17,0,41,0,0,4,0,0,0,0,0,0,0,44,8,0,0,10,33,0,0,22,11,0,0,0,0,0,0,0,0,0,0,0,0
e284dec64ef8facc0b4df3183028d50c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,97,183,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583bc9f3b3043e431d0151e24c3ec30f,0,0,0,0,66,21,0,0,0,0,0,0,56,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,30,15,5,12,17,0,0,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0
501d74d954b0541749d8a104c3262f98,0,0,7,448,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,0,19,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
147ba6efa3a7a6b21ad505e05c6d531a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,353
958b9d32aced8d04fc04a52af28d9677,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,23,0,0,0,0,6,4,24,127,0,0,0,9
82a0b511f1ff09f2f63cced5995d9d9d,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,76,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,23,0,0,5,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,2,0,0,0,0,0,15,4,0,21,0,0,3,0
43d2e205c2bd80a3576c69836d0737e6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,66,0,0,127,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,7,5,0,10,24,6,0,210,0
1e0ce3bff1874579d4095a354892a46f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a79896e10dc41cad19c62d3858ec7620,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0,0,0,0,3,30,124,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0
0d56ed439caaa53a9b63ed77750fe1c4,0,0,2,21,0,0,11,0,0,0,2,5,0,0,0,3,0,0,0,15,0,0,0,0,0,0,68,12,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,145,0,0,3,0,0,0,0,0,0
12099e232c836054e42bfd2688747da9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,276,16,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad0b8ea7640a9a904db5cadde313196f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63862d00d3e7d8ea80c4d954c69b4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,173,0,0,0,0,10,0,0,0,0,30,0,0,0,9,0,0,0,0,0,0,0,0,33,14,19,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
cedcf067947f61529718f2ad280f27db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,123,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ea909104c50745a8fc70cb5b1724c3d9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,55,285
75d9f2fca4129dc9fef12e72421a234f,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2d1ecf9255eb8f6e6418095888d58df,0,0,15,25,0,0,0,0,14,13,4,15,0,0,0,30,0,0,0,3,0,0,0,0,0,8,15,0,13,6,0,0,0,0,12,0,0,48,14,0,9,0,0,0,0,0,0,0,0,21,33,8,20,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,3,0,0,0,0
2760485db5967393e81503db73ee118a,0,0,30,0,0,0,32,0,0,0,7,0,0,0,0,3,0,0,208,3,0,0,34,0,4,4,39,7,0,0,5,7,0,0,21,13,0,0,0,0,6,0,0,0,0,3,0,103,30,4,2,4,4,0,0,124,15,0,0,0,0,0,0,4,13,0,3,132,0,4,0,4,4
c4e090e51c05c9e80ee47441fc18f61c,0,0,7,0,0,0,9,2,0,0,0,4,0,0,5,26,0,0,0,33,0,0,19,151,0,0,30,30,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,12,0,0,0,2,0,0,0,0,0,0,18,0,0,0,5,3,0,0,0,6,0,0,0,0
1b87ca60a951fc0b4e4f4a25e569cd17,0,0,0,0,0,0,5,0,39,17,0,154,0,0,0,0,7,23,57,0,22,7,0,0,0,0,0,0,11,39,7,0,0,0,14,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0
6dac395c05dc124f09313935aa2b5b5a,0,0,0,0,0,0,0,0,40,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,97,0,0,0,0,0,0,0,0,0,0,0,0
66fa22546d3a7282353795dc8d799806,44,0,28,0,0,0,19,0,46,62,24,0,0,0,0,92,0,0,0,10,0,0,0,0,26,9,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
080d629e1c33ad4016cb80a0e831cb23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,95,158,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f321c4f0c8aefc3829bee1641132387d,0,0,0,0,0,0,30,5,0,0,11,6,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,3,3,27,4,0,0,0,0,8,0,0,0,0,3,0,0,2,2,0,0,6,0,22,81,26,0,45,77,16,0,0,0,0,0,2,0,0,21,10,4,6,2,0,0,10,0
d7a1b567055ea310c57a2ba40e94f07c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,241,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0
4fea928aa793dc5f470f150d60472e23,0,6,20,38,0,3,49,139,0,16,24,48,0,0,0,5,30,22,0,46,0,0,0,0,0,0,0,0,0,0,7,0,0,0,30,2,0,0,0,0,77,6,13,16,10,0,0,0,5,0,0,0,0,3,19,11,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
5a473ece0840536fc26cbd52b17bd294,0,0,0,533,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
f02d9e8f57b59059315eddeb594fa525,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,19,6,0,0,203,20,16,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,13,0,0,0,14,0,0,0,0,0,0,27,10,0,0,0,0,7,6,44,156
59aa20c4cf4bcd0f8f5cc21a4c67cd17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,426
a5dc61d40f8c4dcb9347fc057f4b2d22,0,0,0,0,0,0,0,0,49,91,8,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15fdc743676390decbe79320de73a8a7,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,3,17,0,0,2,0,0,0,0,0,0,0,20,0,0,4,4,38,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,4,5,0,0,0,31,0,0,0,2,0,0,38,42,0,3,35,115
161ea3fffc8bbb69f02a1c8c05dcc98d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,316,0,0,0,0,0,0,0,0,0,0,0,0
eb2deb1e132b42d275ae95080087af88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,265,0,0,0,0,0,0,0,0,26,0,0,0,0
d565ad6f68c17bef42c8b7e9a6448ee7,0,0,0,0,0,0,0,0,0,0,19,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,172,0
8e0d628e3485ccb726db08c4df8885b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,173,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74c271d1ca0b9ce2bc43d77fc5ac3bef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6beca07f225ce47f815297e1ac36f61d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59c7e2c4b28480966240122ffc47ee47,0,0,0,0,0,0,0,0,28,48,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5e15624695ad6333e000584fbda701fc,0,0,0,0,0,0,0,0,0,5,23,40,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,76,181,12,0,0,0,0,0,0,0,0,29,0,0,3,27,0,0,0,0
ed67564e0b63913bf8eee6a8f67fc521,0,0,0,3,0,0,10,7,0,0,0,16,0,0,6,20,0,0,7,21,0,0,14,0,0,0,12,9,0,0,5,28,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,63,6,0,0,0,0,0,6,11,0,0,0,7,6,0,0,7,0,0,0,5,286,0,0,0,0
91515200449a5e68f71b873d6f833a81,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,102,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910d8b595005fc4d85ff1dfb22dac0fd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,240
1f5cd67d632c0a75783011be849533fd,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ad767b230015c92b8f3fd23dd7c8d2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314
89f8207aa3e8870f498a34d262b3ad23,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,0,0,0,25,0,0,0,0,27,75,0,0,35,4,3,0,9,6,0,0,82,9,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
c5d47c180d8e84f9ca565ca9fb905e35,0,0,0,0,0,0,0,62,21,8,0,123,0,0,0,0,12,0,34,6,9,8,0,9,0,7,0,0,4,0,0,19,0,0,0,0,0,0,0,0,21,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,6
16abe94dc75e3c445fc1bfd9968fb2d2,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
359880f1ed6990c88643eee60c793266,0,0,0,194,0,0,0,0,0,0,0,0,72,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,56,31,7,0,0,0,8,0,0,0,0,0,59,0,0,0,0,8,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,7,0,117,4
fc650dbbf52004d739cba948cac6831c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,173,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
fa4f2758af924bf7dbc10db9f1e3268f,0,0,0,0,0,0,2,0,5,0,38,0,0,0,0,13,0,0,11,9,0,0,2,0,0,0,0,0,0,0,25,0,0,0,77,0,0,0,0,0,0,3,3,13,3,0,0,0,5,0,0,0,0,0,0,4,0,0,0,9,67,0,0,0,0,0,7,5,3,0,0,0,9
01d46d564da6ff64aac3a5135bdcf9e6,0,0,29,0,0,0,0,0,0,0,40,226,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c5a185b16df22c0b16ea02a49b97a69,0,0,0,0,94,103,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb712d2241fe1df0c38f39c5ffe1c6e1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,58,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,55,21,31,43,0,0,0,0,33
