"","E1_Root","E1_Soil","E2_Root","E2_Soil","E3_Root","E3_Soil","E4_Root","E4_Soil","E5_Root","E5_Soil","E6_Root","E6_Soil","E7_Root","E7_Soil","E8_Root","E8_Soil","E9_Root","E9_Soil","P1_Root","P1_Soil","P2_Root","P2_Soil","P3_Root","P3_Soil","P4_Root","P4_Soil","P5_Root","P5_Soil","P6_Root","P6_Soil","P7_Root","P7_Soil","P8_Root","P8_Soil","P9_Root","P9_Soil"
"E6_Root",0.443600565299963,0.3757335245616,0.314720609636056,0.493694752334319,0.381365986741764,0.275594990121536,0.480990984193124,0.386485536718297,0.536178140391487,0.422124477064299,0,0.359392099340415,0.358125628934508,0.428315398205263,0.397082544908324,0.328112996591402,0.293708267078825,0.326435271206291,0.506594117809429,0.416942644179003,0.341064358132643,0.441603866336452,0.351980822042622,0.385650180557775,0.483926993040009,0.428614563126152,0.3362584145391,0.417985731002183,0.328395083520801,0.346631094825989,0.422500680349129,0.36547833659012,0.453372185155456,0.490159790704628,0.297608496582959,0.322881291125237
"E6_Soil",0.471468054722158,0.408000766885099,0.35347435830221,0.517200808784924,0.417768816956973,0.344517997310099,0.492733249124059,0.416489327250143,0.57963643966976,0.465594748609821,0.359392099340415,0,0.396533490573601,0.456868175469647,0.42757616480698,0.364423380828383,0.337710016650578,0.36303149450896,0.537013025532659,0.453041417543625,0.374011002756795,0.469213435205807,0.405047828377466,0.42795496786542,0.509305253116444,0.459985525075367,0.371790051210293,0.447072632655865,0.365679044071193,0.381181740355711,0.447105903466758,0.398397994954958,0.480114239079471,0.515174185617662,0.404063569312883,0.361042763945574
"E7_Root",0.478375723131753,0.415991628421668,0.362656668184841,0.525379306110314,0.414239299870807,0.369094401443095,0.514402800623564,0.4255864872333,0.534260211766259,0.434009306813778,0.358125628934508,0.396533490573601,0,0.464018376961158,0.435207798561881,0.373315189587642,0.356838123722382,0.371989500507955,0.543109327637421,0.459801672981338,0.329843073560963,0.47617832600702,0.365884890760063,0.426046538781794,0.515729091653814,0.460162349637016,0.380541955664115,0.454376978341153,0.37439062074303,0.389722818444292,0.45819942098972,0.406577607263697,0.487112216529227,0.521525756200744,0.412049769223553,0.370062058968526
"E7_Soil",0.525772412973683,0.469699571612539,0.423197515080799,0.568440709011944,0.478209217098218,0.433428245508471,0.561596322864735,0.475792494514372,0.624608736662344,0.521904280221523,0.428315398205263,0.456868175469647,0.464018376961158,0,0.486800638722744,0.429833872394782,0.418320125087602,0.431212309637079,0.585201896643533,0.509313862763248,0.43402130231923,0.461905512170664,0.467136752557688,0.487133400927224,0.559953013625308,0.515500725866528,0.438611658165538,0.504011815876012,0.433807972563274,0.443013676767912,0.507837854049882,0.46138250397669,0.533711993358983,0.565296520861878,0.466283527657867,0.429550649567248
"E8_Root",0.500528317986453,0.441260001867392,0.391181145381909,0.545605957231667,0.316983993232534,0.40202893306682,0.53663327280859,0.450316886372475,0.603511744861021,0.496463571023122,0.397082544908324,0.42757616480698,0.435207798561881,0.486800638722744,0,0.401310037503942,0.374885136412063,0.399242651349864,0.558034625176855,0.483210917836604,0.410721077306713,0.472938646939855,0.437014114013267,0.459773238453689,0.536319697451256,0.489727537834956,0.403622079625569,0.477619250561435,0.402842989471086,0.416373778619816,0.48165496556868,0.432396372867329,0.508861797564073,0.541896213317149,0.437622076291553,0.397110737571474
"E8_Soil",0.44778353751732,0.380385543089667,0.305490618021755,0.497660697130364,0.390844263081839,0.333370444469417,0.489348705618932,0.390855314383505,0.560481983513959,0.443235415430898,0.328112996591402,0.364423380828383,0.373315189587642,0.429833872394782,0.401310037503942,0,0.310144986042036,0.331693749887447,0.502931093055246,0.413798408018549,0.345976935205868,0.445409054458496,0.369300221541473,0.391434765370919,0.487462209159183,0.43567731993445,0.309440438403267,0.409321911520559,0.33506113753132,0.350213667538002,0.420973411038615,0.359104277455918,0.45411888850232,0.480629094099134,0.36922342668763,0.328185692516145
"E9_Root",0.433587834556155,0.364319239625527,0.29816178570756,0.485490434898173,0.36817737564724,0.31633101644572,0.476966422495804,0.37523749842489,0.549749314773335,0.429526142329416,0.293708267078825,0.337710016650578,0.356838123722382,0.418320125087602,0.374885136412063,0.310144986042036,0,0.304430343757786,0.470766856380717,0.402420994680525,0.315729243689661,0.415737846458279,0.353502450098375,0.385306046017166,0.474988451998652,0.421127427144168,0.315568846179507,0.404553567949878,0.315449039485989,0.331945254750872,0.410967429940401,0.35087250044732,0.443085067494725,0.481317728953079,0.340106740892796,0.310847276310914
"E9_Soil",0.430903432509865,0.371954776709312,0.316713878855229,0.496642318662913,0.389426816886575,0.331455232436214,0.488312994160645,0.389557871641999,0.559636066647768,0.442091705577324,0.326435271206291,0.36303149450896,0.371989500507955,0.431212309637079,0.399242651349864,0.331693749887447,0.304430343757786,0,0.450091844904001,0.406944623858862,0.319323198504617,0.407335793839897,0.364538834373374,0.400451339695059,0.48642248397529,0.430635964915851,0.339021153789794,0.420820111841199,0.330466949972547,0.345851897046444,0.425394983535562,0.357527209020446,0.45308955017742,0.491918154666532,0.374811161179239,0.327990816374221
"P1_Root",0.596619246298002,0.547971349228779,0.495507284697853,0.634811323995338,0.555274432509288,0.516243206900924,0.625404296289035,0.555232100265636,0.685365505410747,0.593330577955491,0.506594117809429,0.537013025532659,0.543109327637421,0.585201896643533,0.558034625176855,0.502931093055246,0.470766856380717,0.450091844904001,0,0.570416175944852,0.418253460569973,0.426806033974991,0.489004129102962,0.558925826359145,0.626893544764262,0.58770562219524,0.490822112579855,0.567395626304944,0.517137396538611,0.51157083600462,0.576184042799653,0.532567178474996,0.60125193086946,0.631838014837242,0.539734381187656,0.511973842154588
"P1_Soil",0.520797166457535,0.45501802308769,0.407180788301998,0.56336691564521,0.474554533047585,0.429501132611292,0.558487371908337,0.474563648797882,0.621762602587563,0.518557534639626,0.416942644179003,0.453041417543625,0.459801672981338,0.509313862763248,0.483210917836604,0.413798408018549,0.402420994680525,0.406944623858862,0.570416175944852,0,0.438339722671469,0.520416722912332,0.456993870337604,0.478591905743167,0.556834906152544,0.512112145076075,0.406599417353629,0.488174927336043,0.429775992168311,0.44267280187966,0.499584569860667,0.448792710638294,0.527898690247669,0.562208035226011,0.451469398502778,0.424810285717244
"P2_Root",0.456554501665727,0.391612128592827,0.324605589475793,0.503681504663978,0.401778754307137,0.347414124393573,0.498125947748087,0.399953561029397,0.56821890370685,0.452430712050345,0.341064358132643,0.374011002756795,0.329843073560963,0.43402130231923,0.410721077306713,0.345976935205868,0.315729243689661,0.319323198504617,0.418253460569973,0.438339722671469,0,0.399971579120546,0.370879582416829,0.412248872282971,0.495983628819284,0.445512978634123,0.353727930568192,0.432167968093856,0.347565247762689,0.357163265784647,0.436623961763953,0.381597230574088,0.465945025906089,0.502293972046448,0.387508485170583,0.34228940761041
"P2_Soil",0.536534864389418,0.464198765377707,0.430058141652451,0.578815908082892,0.490017206581481,0.446477181423353,0.571684953852864,0.490026037529378,0.633695256074002,0.532588930348792,0.441603866336452,0.469213435205807,0.47617832600702,0.461905512170664,0.472938646939855,0.445409054458496,0.415737846458279,0.407335793839897,0.426806033974991,0.520416722912332,0.399971579120546,0,0.454654043569726,0.498730185986709,0.570070692831906,0.526473166191646,0.45109740849108,0.515228924615233,0.446790755470157,0.450435474483236,0.518889715939522,0.46387847457039,0.531569343255357,0.571919238195146,0.478385910500514,0.442625073952604
"P3_Root",0.480236798806778,0.419467114967356,0.337692249512064,0.527967119721611,0.402281650361901,0.377796905242755,0.512241530445785,0.428984260991614,0.460741163637002,0.377852435176272,0.351980822042622,0.405047828377466,0.365884890760063,0.467136752557688,0.437014114013267,0.369300221541473,0.353502450098375,0.364538834373374,0.489004129102962,0.456993870337604,0.370879582416829,0.454654043569726,0,0.369939065207848,0.50002704578122,0.453992416048576,0.364698656523371,0.451978102829225,0.362795999700715,0.390466538679112,0.458053809177189,0.405417315584424,0.488757813733184,0.522423438260827,0.412490073574421,0.372339286295031
"P3_Soil",0.499355317073293,0.441627070224209,0.360801882117547,0.545689421950296,0.445134609783756,0.396715691421569,0.538336195526486,0.450626934793635,0.578520349085145,0.477312306595045,0.385650180557775,0.42795496786542,0.426046538781794,0.487133400927224,0.459773238453689,0.391434765370919,0.385306046017166,0.400451339695059,0.558925826359145,0.478591905743167,0.412248872282971,0.498730185986709,0.369939065207848,0,0.536563127524903,0.486635838032694,0.39997181330714,0.47291644253694,0.384187920674113,0.41589023027975,0.480081677870428,0.428050441039256,0.50830678797036,0.542195172823743,0.436043698133053,0.38022047080622
"P4_Root",0.571164991131519,0.520728967990178,0.442446410625977,0.611692724150756,0.528467533842727,0.488483360114684,0.599029654500332,0.367811240673036,0.663930008729484,0.568373910693333,0.483926993040009,0.509305253116444,0.515729091653814,0.559953013625308,0.536319697451256,0.487462209159183,0.474988451998652,0.48642248397529,0.626893544764262,0.556834906152544,0.495983628819284,0.570070692831906,0.50002704578122,0.536563127524903,0,0.557135457716591,0.492994020536541,0.551989410649513,0.487799160856039,0.500115117714152,0.492928150163689,0.513358739217212,0.579235363841779,0.608448741606913,0.517768100803043,0.484950000170932
"P4_Soil",0.528483581325832,0.472732333966334,0.418795249337196,0.303835493614016,0.477145422870501,0.436819520841217,0.564135423796905,0.480720237520886,0.608067699173472,0.510303163367217,0.428614563126152,0.459985525075367,0.460162349637016,0.515500725866528,0.489727537834956,0.43567731993445,0.421127427144168,0.430635964915851,0.58770562219524,0.512112145076075,0.445512978634123,0.526473166191646,0.453992416048576,0.486635838032694,0.557135457716591,0,0.441334374641154,0.506839364631389,0.437089780494435,0.449789043985428,0.510644219890578,0.464469561345153,0.536383047683307,0.567819073759168,0.469338357240383,0.432864728920328
"P5_Root",0.453795810023085,0.387448873589926,0.303310622724762,0.502509216540529,0.397721920100383,0.339129687985786,0.494859449578388,0.397732781486381,0.565259555711977,0.449311951923303,0.3362584145391,0.371790051210293,0.380541955664115,0.438611658165538,0.403622079625569,0.309440438403267,0.315568846179507,0.339021153789794,0.490822112579855,0.406599417353629,0.353727930568192,0.45109740849108,0.364698656523371,0.39997181330714,0.492994020536541,0.441334374641154,0,0.398397081653428,0.343057220915824,0.35909843064096,0.415164680485467,0.359014013195391,0.458037696680683,0.499054758115696,0.371747500916983,0.32970283930766
"P5_Soil",0.517283037440043,0.460177191314544,0.402217896013236,0.561016451130937,0.468859658109514,0.423200517734794,0.553656323322057,0.468474502915316,0.617433980747255,0.5133509515048,0.417985731002183,0.447072632655865,0.454376978341153,0.504011815876012,0.477619250561435,0.409321911520559,0.404553567949878,0.420820111841199,0.567395626304944,0.488174927336043,0.432167968093856,0.515228924615233,0.451978102829225,0.47291644253694,0.551989410649513,0.506839364631389,0.398397081653428,0,0.423479465629812,0.436561615418707,0.494769815819198,0.444016402271543,0.523140126405233,0.557409135082318,0.451800110540595,0.417572915431015
"P6_Root",0.449157934786621,0.382002458854864,0.30422602388741,0.498897742762734,0.392418093989601,0.332979701652471,0.490546717164095,0.392278315094092,0.466392990935531,0.350032232805451,0.328395083520801,0.365679044071193,0.37439062074303,0.433807972563274,0.402842989471086,0.33506113753132,0.315449039485989,0.330466949972547,0.517137396538611,0.429775992168311,0.347565247762689,0.446790755470157,0.362795999700715,0.384187920674113,0.487799160856039,0.437089780494435,0.343057220915824,0.423479465629812,0,0.353180995762378,0.351904217924938,0.371728788146569,0.453463866102534,0.475189051651542,0.377325709812156,0.331318145206555
"P6_Soil",0.461525291739326,0.396469851016922,0.340080958691515,0.510060745868192,0.406456332634642,0.352880716791099,0.501954110456267,0.406525652773685,0.571577924723532,0.457113900239774,0.346631094825989,0.381181740355711,0.389722818444292,0.443013676767912,0.416373778619816,0.350213667538002,0.331945254750872,0.345851897046444,0.51157083600462,0.44267280187966,0.357163265784647,0.450435474483236,0.390466538679112,0.41589023027975,0.500115117714152,0.449789043985428,0.35909843064096,0.436561615418707,0.353180995762378,0,0.440986204667177,0.386099459500114,0.470549846607807,0.495977412225892,0.392417000867632,0.345531614630263
"P7_Root",0.52101163444687,0.464364505901498,0.398582746798238,0.564456264047216,0.472970116478569,0.422635194567699,0.557141577617519,0.42395018801442,0.454653945287617,0.36513204066111,0.422500680349129,0.447105903466758,0.45819942098972,0.507837854049882,0.48165496556868,0.420973411038615,0.410967429940401,0.425394983535562,0.576184042799653,0.499584569860667,0.436623961763953,0.518889715939522,0.458053809177189,0.480081677870428,0.492928150163689,0.510644219890578,0.415164680485467,0.494769815819198,0.351904217924938,0.440986204667177,0,0.407341867561687,0.524672998073224,0.528701575574851,0.458732830083026,0.423483982021319
"P7_Soil",0.475843909975098,0.394760443527071,0.342516580227136,0.523052673872167,0.42270086317525,0.371410987378539,0.513597144789387,0.422702708474297,0.583165088396138,0.471566469405182,0.36547833659012,0.398397994954958,0.406577607263697,0.46138250397669,0.432396372867329,0.359104277455918,0.35087250044732,0.357527209020446,0.532567178474996,0.448792710638294,0.381597230574088,0.46387847457039,0.405417315584424,0.428050441039256,0.513358739217212,0.464469561345153,0.359014013195391,0.444016402271543,0.371728788146569,0.386099459500114,0.407341867561687,0,0.473184445452075,0.519181861365394,0.405028583176388,0.366751667136604
"P8_Root",0.546262277440425,0.475299954877849,0.428912597470866,0.587844305481665,0.500649021654901,0.458168285740746,0.58082419000922,0.500657666996362,0.641941434278574,0.542540228307147,0.453372185155456,0.480114239079471,0.487112216529227,0.533711993358983,0.508861797564073,0.45411888850232,0.443085067494725,0.45308955017742,0.60125193086946,0.527898690247669,0.465945025906089,0.531569343255357,0.488757813733184,0.50830678797036,0.579235363841779,0.536383047683307,0.458037696680683,0.523140126405233,0.453463866102534,0.470549846607807,0.524672998073224,0.473184445452075,0,0.386818640142276,0.487962938693124,0.454187032961067
"P8_Soil",0.577160573243543,0.526045673393411,0.485550369018758,0.616663337847727,0.534180869430502,0.493167418679447,0.609974933188302,0.534199492787039,0.623533174066564,0.53430503038005,0.490159790704628,0.515174185617662,0.521525756200744,0.565296520861878,0.541896213317149,0.480629094099134,0.481317728953079,0.491918154666532,0.631838014837242,0.562208035226011,0.502293972046448,0.571919238195146,0.522423438260827,0.542195172823743,0.608448741606913,0.567819073759168,0.499054758115696,0.557409135082318,0.475189051651542,0.495977412225892,0.528701575574851,0.519181861365394,0.386818640142276,0,0.523542194597772,0.48046648030645
"P9_Root",0.480307701406853,0.418516758308783,0.359844841508845,0.527381014269607,0.427750699292538,0.377481770246705,0.517818922802796,0.426545323585031,0.587063241408993,0.476362744632222,0.297608496582959,0.404063569312883,0.412049769223553,0.466283527657867,0.437622076291553,0.36922342668763,0.340106740892796,0.374811161179239,0.539734381187656,0.451469398502778,0.387508485170583,0.478385910500514,0.412490073574421,0.436043698133053,0.517768100803043,0.469338357240383,0.371747500916983,0.451800110540595,0.377325709812156,0.392417000867632,0.458732830083026,0.405028583176388,0.487962938693124,0.523542194597772,0,0.372898303148708
"P9_Soil",0.445047452893177,0.37498709835642,0.317316467084871,0.495200216157807,0.387327998899587,0.313665591509419,0.476096136891269,0.383947905970332,0.558356642592985,0.440395978758385,0.322881291125237,0.361042763945574,0.370062058968526,0.429550649567248,0.397110737571474,0.328185692516145,0.310847276310914,0.327990816374221,0.511973842154588,0.424810285717244,0.34228940761041,0.442625073952604,0.372339286295031,0.38022047080622,0.484950000170932,0.432864728920328,0.32970283930766,0.417572915431015,0.331318145206555,0.345531614630263,0.423483982021319,0.366751667136604,0.454187032961067,0.48046648030645,0.372898303148708,0
