"","OTU","Sample","Abundance","Kingdom","Phylum","Class","Order","Family","Genus","Species","Tree"
"8549","ccd081577f569df27f4e8e8196ac07ab","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"8550","ccd081577f569df27f4e8e8196ac07ab","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"8551","ccd081577f569df27f4e8e8196ac07ab","P3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"8552","ccd081577f569df27f4e8e8196ac07ab","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"8553","ccd081577f569df27f4e8e8196ac07ab","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"8554","ccd081577f569df27f4e8e8196ac07ab","P3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"8555","ccd081577f569df27f4e8e8196ac07ab","P8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"8556","ccd081577f569df27f4e8e8196ac07ab","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"8557","ccd081577f569df27f4e8e8196ac07ab","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"8558","ccd081577f569df27f4e8e8196ac07ab","E6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"8559","ccd081577f569df27f4e8e8196ac07ab","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"8560","ccd081577f569df27f4e8e8196ac07ab","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"8561","ccd081577f569df27f4e8e8196ac07ab","P4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"8562","ccd081577f569df27f4e8e8196ac07ab","P1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"8563","ccd081577f569df27f4e8e8196ac07ab","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"8564","ccd081577f569df27f4e8e8196ac07ab","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"8565","ccd081577f569df27f4e8e8196ac07ab","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"8566","ccd081577f569df27f4e8e8196ac07ab","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"8567","ccd081577f569df27f4e8e8196ac07ab","E2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"8568","ccd081577f569df27f4e8e8196ac07ab","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"8569","ccdced99a20ffdf36d17778072895b3d","P3-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Pine"
"8570","ccdced99a20ffdf36d17778072895b3d","P4-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Pine"
"8571","ccdced99a20ffdf36d17778072895b3d","P9-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Pine"
"8572","ccdced99a20ffdf36d17778072895b3d","E1-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Eucalypt"
"8573","ccdced99a20ffdf36d17778072895b3d","P2-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Pine"
"8574","ccdced99a20ffdf36d17778072895b3d","P7-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Pine"
"8575","ccdced99a20ffdf36d17778072895b3d","P5-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Pine"
"8576","ccdced99a20ffdf36d17778072895b3d","E1-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Eucalypt"
"8577","ccdced99a20ffdf36d17778072895b3d","E4-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Eucalypt"
"8579","ccdced99a20ffdf36d17778072895b3d","E7-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Eucalypt"
"8580","ccdced99a20ffdf36d17778072895b3d","P2-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Pine"
"8581","ccdced99a20ffdf36d17778072895b3d","E6-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Eucalypt"
"8582","ccdced99a20ffdf36d17778072895b3d","P8-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Pine"
