"","dbh_p","tree_p","int_p","dbh_f","tree_f","int_f","R2","variable"
"67",0.519734310557128,0.00115663804000996,0.0100144129614913,0.436089329439307,16.5317882865164,8.85726429242927,0.651992289278618,"soil_moisture"
"68",0.100468130479737,0.938147289622091,0.392936465276231,3.09279999289649,0.00624169168788411,0.777020616542164,0.218125355032099,"organic_matter_LOI"
"69",0.00545727977788321,0.0248649073834814,0.8635853291637,10.7696415445874,6.31201106606943,0.0306249976702492,0.565417545559369,"height_m"
"70",0.645536214974897,0.206113087094916,0.125902267098935,0.220975773943233,1.75790709600722,2.64901952301761,0.245583989313096,"litter_depth"
"71",0.00426508008282478,1.89288011821774e-05,0.154184082818131,11.5981394228059,39.9344087660246,2.26933772289635,0.802000109299705,"pine_litter_prop"
"72",0.0129948922223861,1.78804683619211e-05,0.348795655604494,8.09010903624942,40.3660647887082,0.939738025353772,0.787414179371715,"euc_litter_prop"
"73",0.899199947344327,0.187834923549538,0.850346563680847,0.0166849825822406,1.9324475654035,0.0370455224335262,0.132055845965156,"lomandra_n"
"74",0.967282171953301,0.283257482372008,0.78950718643968,0.00174843149238603,1.25288610686392,0.074264017745387,0.0926405126623912,"lomandra_p"
"75",0.112541145392418,0.415376821671435,0.172126761807023,2.89664739619997,0.707819280592148,2.08804518277123,0.307487021594779,"lomandra_k"
"76",0.150142786146507,0.18895627940365,0.478574924403794,2.33887640473039,1.92197897441123,0.532317736257454,0.274164946831261,"lomandra_c"
"77",0.961303358256125,0.491217378877134,0.829299769524441,0.00243973225251201,0.499732423555805,0.0482543639598516,0.0376693138805374,"total_litter_biomass"
"78",0.708132239008517,0.589010314920908,0.483330086561826,0.145992433393075,0.305767618932894,0.518503809856396,0.0665778481522843,"Pyruvic_Acid_Methyl_Ester_BiologDay5"
"79",0.0285836399652127,0.0202312406290597,0.451287229674099,5.95401808265481,6.8570443774844,0.600474960039706,0.474856820442401,"Tween_40_BiologDay5"
"80",0.977627177021129,0.0627201782671212,0.887804395212017,0.000815051904381999,4.08837558213247,0.0206426106504337,0.227933112744772,"Tween_80_BiologDay5"
"81",0.830317665447862,0.160348571618127,0.0444006369558618,0.047670743013759,2.19799430243169,4.87675236836227,0.336196697695445,"a.Cyclodextrin_BiologDay5"
"82",0.54640787086775,0.337610967224466,0.245103805770505,0.382097818674508,0.985848731403125,1.47200248134217,0.165088379200003,"Glycogen_BiologDay5"
"83",0.960660720993532,0.375829413879738,0.0771751414052936,0.00252151226391427,0.836695342188095,3.6387625360031,0.24224001236543,"D.Cellobiose_BiologDay5"
"84",0.935246065874362,0.492092030906598,0.953851719921155,0.00684242782030355,0.497683120725352,0.00347109528302769,0.0356338146340367,"a.D.Lactose_BiologDay5"
"85",0.898743287406571,0.528993297654655,0.468398095748748,0.0167905599319117,0.416768826720275,0.555525611672601,0.0667471561809956,"B.Methyl.D.Glucoside_BiologDay5"
"86",0.9531562789627,0.322003365026471,0.874542529975505,0.00357663504004266,1.05398493308585,0.0258589917652487,0.0716096303090881,"D.Xylose_BiologDay5"
"87",0.258696844528929,0.0150394757821419,0.373216327532049,1.38607575555349,7.67341333566108,0.846170960871656,0.425070727947111,"i.Erythritol_BiologDay5"
"88",0.040343198231173,0.929586421597011,0.393041443804208,5.10423939026134,0.0080943998884702,0.776666612498488,0.295900471590218,"D.Mannitol_BiologDay5"
"89",0.501894772427455,0.0926524043101335,0.18264797363131,0.475146210277381,3.25733283425639,1.96607034774896,0.295400730158643,"N.Acetyl.D.Glucosamine_BiologDay5"
"90",0.143851247861541,0.92881345596427,0.846609850634337,2.3972665606379,0.0082736167318911,0.038834163308028,0.150047545416632,"D.Glucosaminic_Acid_BiologDay5"
"91",0.825572671795728,0.854902817779429,0.85622177059229,0.0504232434536082,0.0346976236049723,0.0340619944704104,0.00883343759947258,"Glucose.1.Phosphae_BiologDay5"
"92",0.836812251728795,0.384931489304194,0.940021189267186,0.0440346509877492,0.804445646316313,0.0058684406239703,0.0562250014434981,"D.L.a.Glycerol_Phosphate_BiologDay5"
"93",0.97892088042825,0.792168653625522,0.645150110138375,0.000723493159587183,0.0721362535648708,0.221497019035666,0.0205499568878861,"D.Galactonic_Acid_gamma_Lactone_BiologDay5"
"94",0.790294113040005,0.47197113736034,0.705227759439182,0.0734781253557334,0.546485237228399,0.149071993795645,0.0538390309978193,"D.Galactonic_Acid_BiologDay5"
"95",0.901712329962801,0.63230210212039,0.587570061286557,0.0158148373614711,0.23927873744674,0.308163513117443,0.0382325497030321,"X2.Hydroxy_Benzoic_Acid_BiologDay5"
"96",0.542642779085686,0.188971720278805,0.536275843424076,0.389414244801337,1.90674567313477,0.402010132926303,0.156574177693302,"X4.Hydroxy_Benzoic_Acid_BiologDay5"
"97",0.126481087341506,0.25469662706515,0.501996777180965,2.64022610082174,1.41072673099442,0.474915797783758,0.234947698056432,"gamma.Amino_Butyric_Acid_BiologDay5"
"98",0.846293716065,0.613960710747942,0.119322450095928,0.0389966480462491,0.26617460801678,2.75259904371873,0.179932435621,"Itaconic_Acid_BiologDay5"
"99",0.735988354181459,0.368319455235476,0.449244838137758,0.118307958420091,0.864197028464546,0.606029356872834,0.104432763831669,"a.Keto_Butyric_Acid_BiologDay5"
"100",0.742478397651778,0.088474606449001,0.387061855940784,0.112327774401387,3.35230249685165,0.797063048844899,0.230694624091273,"D.Malic_Acid_BiologDay5"
"101",0.473402527622697,0.231793197981596,0.643634445892581,0.542896066022069,1.56248800586276,0.223550512035741,0.13694974545954,"L.Arginine_BiologDay5"
"102",0.373636198235837,0.00199843566327211,0.188149282265418,0.844641750308423,14.3473256292478,1.91431736760343,0.544400795449828,"L.Asparagine_BiologDay5"
"103",0.0611032676593077,0.659998991741039,0.384914180218053,4.1462591360118,0.201989701125737,0.804505882401973,0.265280882133431,"L.Phenylalanine_BiologDay5"
"104",0.826825179504803,0.0532673724964372,0.894890636343497,0.0496887815210281,4.45505510671247,0.0181010157947135,0.242483651559649,"L.Serine_BiologDay5"
"105",0.863469450931195,0.261128982710929,0.12862500060854,0.0306776222267874,1.37133577809133,2.60808082347648,0.221783035514123,"L.Threonine_BiologDay5"
"106",0.76130945775658,0.0278225960945467,0.63719835962991,0.0959485135689859,6.02268512084013,0.232401547305807,0.309651008587939,"Glycyl.L.Glutamic_Acid_BiologDay5"
"107",0.600204123385729,0.112033285399346,0.325851894926069,0.287562792208173,2.87581753890751,1.03675348811376,0.236090012352739,"Phenylethyl.amine_BiologDay5"
"108",0.458641766484184,0.00641236048382137,0.095330721164144,0.580812776300184,10.2441032840968,3.19912237157437,0.506571338090896,"Putrescine_BiologDay5"
"109",0.7567090497494,0.142939235658059,0.477703708708682,0.099818064407891,2.40910331306986,0.532221328608854,0.181888550850395,"Euc_leafLitter_ergosterol"
"110",0.634710481722843,0.0261801813270213,0.997869015145927,0.235880327707681,6.17864867558192,7.3922927433339e-06,0.320102712394623,"Euc_leafLitter_totP"
"111",0.616086093226708,0.0343126360130392,0.903468544959807,0.262964475274901,5.49729777914029,0.0152516649290178,0.298215251704587,"Euc_leafLitter_percP"
"112",0.965607958214802,0.743261033726197,0.973918529318368,0.00192677944275601,0.111618355971759,0.00110777929240652,0.00828371015844147,"Euc_leafLitter_percN"
"113",0.514016774526999,0.564066093451351,0.925294294410005,0.44833951626487,0.349053895355506,0.00911459453361028,0.0514878098471868,"Euc_leafLitter_percC"
"114",0.77178986950502,0.0958504387473327,0.134039142299968,0.0874462377521917,3.18805528360214,2.52975038050506,0.295931456085131,"Pine_leafLitter_ergosterol"
"115",0.790459448237729,0.186492544426901,0.704520156930212,0.0733592357191367,1.92969857886129,0.149827889539568,0.1362293010857,"Pine_leafLitter_totP"
